customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,total_sessions,avg_session_minutes,total_usage_minutes,unique_features_used,total_tickets,avg_satisfaction,health_score,churn_prediction,churn_probability,churn_risk_score,predicted_risk_segment,recommended_action,revenue_at_risk,upsell_opportunity
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,Month-to-month,No,Electronic check,19.45,19.45,No,14,58.14,813.89,6,3.0,2.0,46.7,0,0.059986085321119986,6.0,Low Risk,Maintain - Standard Service,233.39999999999998,Add Protection Bundle; Add Tech Support
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),95.0,3605.6,No,25,63.5,1587.58,6,2.0,2.0,63.6,0,0.034479871798618694,3.45,Low Risk,Maintain - Standard Service,1140.0,None
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,One year,No,Bank transfer (automatic),45.55,3027.25,No,16,64.26,1028.21,6,1.0,3.0,69.9,0,0.0036411733383047763,0.36,Low Risk,Maintain - Standard Service,546.5999999999999,None
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,46,60.7,2792.12,6,6.0,2.67,87.2,1,0.9972063008574213,99.72,High Risk,Urgent - Retention Campaign,1320.0,None
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,Month-to-month,No,Mailed check,24.3,100.2,No,15,53.68,805.14,6,0.0,5.0,60.4,0,0.004230001759690148,0.42,Low Risk,Maintain - Standard Service,291.6,Add Protection Bundle; Add Streaming Services
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,One year,Yes,Electronic check,104.15,7303.05,No,24,55.6,1334.41,6,3.0,4.0,80.4,0,0.04674410777142857,4.67,Low Risk,Maintain - Standard Service,1249.8000000000002,Add Tech Support
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,One year,No,Mailed check,30.15,927.65,No,19,47.8,908.25,6,3.0,4.33,67.6,0,0.03457030948637633,3.46,Low Risk,Maintain - Standard Service,361.79999999999995,Add Protection Bundle; Add Streaming Services; Add Tech Support
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,One year,No,Mailed check,94.35,3921.3,No,41,53.62,2198.52,6,2.0,1.5,72.5,0,0.05054644788512004,5.05,Low Risk,Maintain - Standard Service,1132.1999999999998,Add Protection Bundle
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,Two year,No,Credit card (automatic),19.4,1363.25,No,6,76.98,461.9,5,1.0,1.0,52.6,0,0.003445161105173345,0.34,Low Risk,Maintain - Standard Service,232.79999999999998,Add Protection Bundle
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,40,63.99,2559.62,6,3.0,3.0,81.3,0,0.394107040773716,39.41,Medium Risk,Monitor - Check-in Call,1161.0,None
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,One year,No,Credit card (automatic),57.95,3042.25,No,42,69.51,2919.34,6,2.0,3.0,81.6,0,0.012942972600569477,1.29,Low Risk,Maintain - Standard Service,695.4000000000001,Add Streaming Services
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,91.65,3954.1,No,50,60.26,3012.75,6,3.0,2.67,82.6,0,0.4002844293060051,40.03,Medium Risk,Monitor - Check-in Call,1099.8000000000002,None
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,36,55.0,1980.13,6,6.0,2.5,71.9,1,0.9959708277983647,99.6,High Risk,Urgent - Retention Campaign,918.0,None
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,Two year,Yes,Electronic check,54.6,3423.5,No,41,52.13,2137.5,6,0.0,5.0,92.4,0,0.0028950071972906393,0.29,Low Risk,Maintain - Standard Service,655.2,None
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Month-to-month,No,Electronic check,89.85,248.4,No,20,53.61,1072.29,6,1.0,1.0,46.8,0,0.005581625848877651,0.56,Low Risk,Maintain - Standard Service,1078.1999999999998,None
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Two year,No,Bank transfer (automatic),31.05,1126.35,No,16,77.63,1242.1,6,0.0,5.0,69.6,0,0.0027331525681143372,0.27,Low Risk,Maintain - Standard Service,372.6,Add Protection Bundle; Add Streaming Services
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,19,63.73,1210.83,6,8.0,3.5,58.2,1,0.9968703522222708,99.69,High Risk,Urgent - Retention Campaign,1203.0,None
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,Two year,No,Mailed check,20.65,835.15,No,14,64.74,906.32,6,2.0,2.0,57.8,0,0.00816023279450022,0.82,Low Risk,Maintain - Standard Service,247.79999999999998,Add Protection Bundle
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,25,59.21,1480.33,6,1.0,4.0,68.5,0,0.004069566206098866,0.41,Low Risk,Maintain - Standard Service,1022.4000000000001,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),99.8,5515.45,No,49,57.62,2823.33,6,2.0,1.5,81.0,0,0.06406045064323587,6.41,Low Risk,Maintain - Standard Service,1197.6,None
2928-HLDBA,Female,0,No,No,6,Yes,No,No,Month-to-month,No,Mailed check,20.7,112.75,No,6,41.38,248.28,4,1.0,3.0,37.3,0,0.0025344689436473536,0.25,Low Risk,Maintain - Standard Service,248.39999999999998,Add Protection Bundle
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,13,61.08,794.09,6,3.0,2.67,49.3,1,0.6484588001306437,64.85,High Risk,High Priority - Engagement Outreach,892.8000000000001,None
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Month-to-month,No,Mailed check,50.7,350.35,No,5,76.61,383.03,4,0.0,5.0,44.9,0,0.0019448355644888296,0.19,Low Risk,Maintain - Standard Service,608.4000000000001,Add Protection Bundle; Add Streaming Services
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,Month-to-month,No,Mailed check,20.85,62.9,No,7,77.88,545.18,5,2.0,2.5,40.3,0,0.04418194019678032,4.42,Low Risk,Maintain - Standard Service,250.20000000000002,Add Protection Bundle
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Two year,Yes,Electronic check,88.95,3027.65,No,30,45.86,1375.93,6,3.0,4.67,75.8,0,0.06550944305984518,6.55,Low Risk,Maintain - Standard Service,1067.4,None
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,41,59.42,2436.08,6,3.0,3.67,76.8,1,0.5911434918223174,59.11,Medium Risk,High Priority - Engagement Outreach,936.5999999999999,None
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,19,53.15,1009.93,6,1.0,5.0,81.4,0,0.0019813899840905556,0.2,Low Risk,Maintain - Standard Service,282.6,Add Protection Bundle
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,Month-to-month,No,Mailed check,19.75,19.75,No,19,58.71,1115.43,6,1.0,3.0,53.7,0,0.011581892131819968,1.16,Low Risk,Maintain - Standard Service,237.0,Add Protection Bundle
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,One year,Yes,Electronic check,56.45,3985.35,No,22,74.45,1637.86,6,3.0,4.0,78.9,0,0.0575718530244669,5.76,Low Risk,Maintain - Standard Service,677.4000000000001,Add Tech Support
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.95,1215.65,No,28,63.04,1765.13,6,2.0,3.0,62.4,1,0.5593990269130049,55.94,Medium Risk,High Priority - Engagement Outreach,1031.4,None
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,33,48.14,1588.73,6,6.0,3.83,72.1,1,0.996735633318253,99.67,High Risk,Urgent - Retention Campaign,703.2,None
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,Two year,No,Bank transfer (automatic),50.55,3260.1,No,39,62.86,2451.65,6,0.0,5.0,92.0,0,0.0045285700760210445,0.45,Low Risk,Maintain - Standard Service,606.5999999999999,Add Protection Bundle; Add Streaming Services
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,6,42.22,253.32,5,4.0,2.0,36.9,1,0.9980378057080931,99.8,High Risk,Urgent - Retention Campaign,425.40000000000003,None
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,Month-to-month,No,Electronic check,44.35,81.25,Yes,10,48.73,487.33,5,6.0,2.17,40.2,1,0.9965342801003064,99.65,High Risk,Urgent - Retention Campaign,532.2,None
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,Two year,Yes,Credit card (automatic),25.7,1188.2,No,16,49.63,794.1,6,1.0,5.0,71.5,0,0.002566332585033641,0.26,Low Risk,Maintain - Standard Service,308.4,Add Protection Bundle
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,24,62.5,1500.07,6,3.0,2.67,61.5,0,0.23683723908459992,23.68,Low Risk,Maintain - Standard Service,900.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,Two year,No,Mailed check,20.2,1277.75,No,7,55.29,387.03,4,3.0,2.67,52.7,0,0.008169327493481477,0.82,Low Risk,Maintain - Standard Service,242.39999999999998,Add Protection Bundle; Add Tech Support
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,Two year,Yes,Mailed check,19.6,1170.55,No,19,58.68,1114.83,6,0.0,5.0,77.2,0,0.002354650449297483,0.24,Low Risk,Maintain - Standard Service,235.20000000000002,Add Protection Bundle
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,9,72.64,653.76,6,7.0,3.0,47.7,1,0.9967838153355529,99.68,High Risk,Urgent - Retention Campaign,845.4000000000001,None
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),88.05,6425.65,No,41,68.46,2806.82,6,1.0,4.0,90.6,0,0.0032150259959799156,0.32,Low Risk,Maintain - Standard Service,1056.6,None
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Month-to-month,No,Electronic check,71.15,563.65,Yes,12,67.52,810.19,5,7.0,3.29,47.6,1,0.9973265842749486,99.73,High Risk,Urgent - Retention Campaign,853.8000000000001,None
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,42,68.73,2886.71,6,2.0,2.5,82.1,0,0.11381770364908898,11.38,Low Risk,Maintain - Standard Service,1212.6,None
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),84.3,5289.05,No,49,64.66,3168.21,6,0.0,5.0,97.2,0,0.004064240431487876,0.41,Low Risk,Maintain - Standard Service,1011.5999999999999,Add Protection Bundle; Add Streaming Services
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,Two year,No,Bank transfer (automatic),23.95,1756.2,No,20,52.72,1054.36,5,2.0,3.0,68.7,0,0.015155814462288024,1.52,Low Risk,Maintain - Standard Service,287.4,Add Protection Bundle
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),99.05,6416.7,No,37,67.01,2479.31,6,1.0,5.0,90.3,0,0.006043133391786819,0.6,Low Risk,Maintain - Standard Service,1188.6,None
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,One year,No,Mailed check,19.6,61.35,No,16,73.12,1169.95,6,2.0,1.0,44.4,0,0.01748486112454655,1.75,Low Risk,Maintain - Standard Service,235.20000000000002,Add Protection Bundle
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,19,52.03,988.65,6,6.0,3.5,55.7,1,0.9965789596830366,99.66,High Risk,Urgent - Retention Campaign,547.8,None
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,One year,No,Credit card (automatic),64.5,1929.95,No,45,56.83,2557.46,6,2.0,3.5,79.3,0,0.023007563913309298,2.3,Low Risk,Maintain - Standard Service,774.0,None
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,Month-to-month,Yes,Mailed check,69.5,1071.4,No,44,67.85,2985.37,6,1.0,2.0,68.6,0,0.0019362171340313267,0.19,Low Risk,Maintain - Standard Service,834.0,Upgrade to Annual Contract
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,Month-to-month,Yes,Electronic check,68.55,564.35,No,10,37.43,374.26,5,0.0,5.0,53.2,0,0.003650868995981877,0.37,Low Risk,Maintain - Standard Service,822.5999999999999,None
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,95.0,655.5,Yes,6,37.23,223.39,6,4.0,2.5,45.5,1,0.9976854269645955,99.77,High Risk,Urgent - Retention Campaign,1140.0,None
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),108.15,7930.55,No,46,58.01,2668.62,6,2.0,3.0,89.0,0,0.05262667839639786,5.26,Low Risk,Maintain - Standard Service,1297.8000000000002,None
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Two year,No,Electronic check,86.1,5215.25,No,43,63.53,2731.68,6,3.0,3.0,85.0,0,0.025999218599387728,2.6,Low Risk,Maintain - Standard Service,1033.1999999999998,None
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,Month-to-month,No,Mailed check,19.7,113.5,No,5,69.44,347.2,4,0.0,5.0,44.7,0,0.0031190070206618533,0.31,Low Risk,Maintain - Standard Service,236.39999999999998,Add Protection Bundle
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,48,60.21,2890.29,6,0.0,5.0,82.7,0,0.005499890200053394,0.55,Low Risk,Maintain - Standard Service,970.8000000000001,Add Protection Bundle; Upgrade to Annual Contract
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,29,68.03,1972.82,6,3.0,2.33,62.8,1,0.5603235704046383,56.03,Medium Risk,High Priority - Engagement Outreach,1009.8000000000001,None
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,One year,No,Mailed check,20.15,419.9,No,18,61.84,1113.11,6,1.0,5.0,66.9,0,0.0024662939624090934,0.25,Low Risk,Maintain - Standard Service,241.79999999999998,Add Protection Bundle
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Two year,No,Mailed check,64.25,1024.0,No,28,72.42,2027.76,6,1.0,4.0,67.2,0,0.0026878623102320497,0.27,Low Risk,Maintain - Standard Service,771.0,None
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,Two year,No,Bank transfer (automatic),25.7,251.6,No,5,71.38,356.91,3,3.0,3.67,35.5,0,0.03165701332220029,3.17,Low Risk,Maintain - Standard Service,308.4,Add Protection Bundle; Add Tech Support
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Month-to-month,Yes,Electronic check,56.0,764.55,No,49,59.54,2917.3,6,2.0,3.0,75.0,0,0.18793945318961278,18.79,Low Risk,Maintain - Standard Service,672.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,82.4,1592.35,Yes,26,64.15,1667.93,6,4.0,4.5,69.2,1,0.9953355309147204,99.53,High Risk,Urgent - Retention Campaign,988.8000000000001,None
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,69.7,135.2,No,13,47.79,621.21,6,3.0,5.0,58.4,0,0.3455909993478843,34.56,Medium Risk,Monitor - Check-in Call,836.4000000000001,None
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,26,62.47,1624.18,6,2.0,3.0,72.3,0,0.05592037413904517,5.59,Low Risk,Maintain - Standard Service,886.8000000000001,None
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,One year,No,Mailed check,20.6,233.9,No,8,56.06,448.52,5,3.0,2.33,42.2,0,0.015225957484398566,1.52,Low Risk,Maintain - Standard Service,247.20000000000002,Add Protection Bundle; Add Tech Support
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,Two year,No,Mailed check,19.9,1363.45,No,8,46.92,375.38,5,2.0,1.5,55.0,0,0.010446682661458264,1.04,Low Risk,Maintain - Standard Service,238.79999999999998,Add Protection Bundle
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,16,66.6,1065.68,6,8.0,3.12,53.2,1,0.9972897507039854,99.73,High Risk,Urgent - Retention Campaign,850.8000000000001,None
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,43,61.05,2625.05,6,2.0,3.5,89.8,0,0.01796449951641934,1.8,Low Risk,Maintain - Standard Service,1068.6,None
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,7,68.07,476.51,3,7.0,2.29,44.5,1,0.9920536024868123,99.21,High Risk,Urgent - Retention Campaign,543.5999999999999,None
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,Month-to-month,No,Electronic check,20.4,321.4,No,6,78.6,471.57,3,3.0,3.33,36.4,0,0.02456975569520034,2.46,Low Risk,Maintain - Standard Service,244.79999999999998,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,26,52.4,1362.45,6,0.0,5.0,77.5,0,0.00244784332370121,0.24,Low Risk,Maintain - Standard Service,1011.0,Add Streaming Services
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,19,64.53,1226.04,6,5.0,3.0,54.0,1,0.9977392082197537,99.77,High Risk,Urgent - Retention Campaign,1252.8000000000002,None
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,Two year,No,Mailed check,81.95,1181.75,No,35,55.6,1946.03,6,2.0,2.0,62.9,0,0.030986477420862604,3.1,Low Risk,Maintain - Standard Service,983.4000000000001,None
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,33,59.46,1962.3,6,4.0,2.5,74.5,1,0.9967353285856484,99.67,High Risk,Urgent - Retention Campaign,1138.1999999999998,None
5918-VUKWP,Female,0,No,No,32,Yes,No,No,One year,No,Bank transfer (automatic),20.55,654.55,No,16,53.08,849.3,6,0.0,5.0,68.5,0,0.002313448628988698,0.23,Low Risk,Maintain - Standard Service,246.60000000000002,Add Protection Bundle
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,Month-to-month,No,Electronic check,24.7,780.2,No,11,73.91,812.99,6,1.0,3.0,58.0,0,0.0034574498005177676,0.35,Low Risk,Maintain - Standard Service,296.4,Add Protection Bundle; Upgrade to Annual Contract
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,44,61.99,2727.38,6,7.0,3.57,74.8,1,0.9969117518322842,99.69,High Risk,Urgent - Retention Campaign,893.4000000000001,None
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,7,70.54,493.77,4,5.0,2.6,36.5,1,0.996269399872185,99.63,High Risk,Urgent - Retention Campaign,917.4000000000001,None
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,29,57.11,1656.14,6,3.0,2.33,60.9,0,0.3816656873214796,38.17,Medium Risk,Monitor - Check-in Call,1264.1999999999998,None
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,One year,Yes,Credit card (automatic),20.55,1252.0,No,9,51.89,467.0,6,3.0,2.33,61.7,0,0.011751107745151946,1.18,Low Risk,Maintain - Standard Service,246.60000000000002,Add Protection Bundle; Add Tech Support
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,14,44.49,622.88,6,2.0,3.0,50.7,0,0.36089411231351665,36.09,Medium Risk,Monitor - Check-in Call,359.4,None
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,Month-to-month,No,Mailed check,45.3,45.3,No,18,65.33,1175.94,5,3.0,3.67,50.8,0,0.32079583784132387,32.08,Medium Risk,Monitor - Check-in Call,543.5999999999999,None
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,9,59.16,532.41,5,7.0,3.14,45.2,1,0.9964540410270057,99.65,High Risk,Urgent - Retention Campaign,1014.0,None
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,One year,No,Credit card (automatic),74.75,2453.3,No,48,65.03,3121.67,6,3.0,2.67,78.6,0,0.022117557166036327,2.21,Low Risk,Maintain - Standard Service,897.0,Add Tech Support
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,35,63.4,2218.91,6,4.0,2.5,64.6,1,0.9964350524756328,99.64,High Risk,Urgent - Retention Campaign,951.0,None
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,16,61.05,976.85,6,2.0,1.0,43.9,1,0.6260992451006586,62.61,High Risk,High Priority - Engagement Outreach,297.6,None
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,Month-to-month,Yes,Mailed check,51.8,1023.85,No,38,60.7,2306.55,6,2.0,5.0,78.4,0,0.0786695073855428,7.87,Low Risk,Maintain - Standard Service,621.5999999999999,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,Month-to-month,No,Electronic check,30.4,82.15,No,5,72.05,360.25,4,1.0,2.0,31.8,0,0.009373231199049073,0.94,Low Risk,Maintain - Standard Service,364.79999999999995,Add Protection Bundle; Add Streaming Services
0956-SYCWG,Female,0,No,No,13,Yes,No,No,One year,No,Electronic check,19.65,244.8,No,9,73.61,662.47,3,3.0,3.67,38.7,0,0.025255473745396374,2.53,Low Risk,Maintain - Standard Service,235.79999999999998,Add Protection Bundle; Add Tech Support
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,20,52.26,1045.23,5,3.0,2.33,57.4,0,0.06983892709065127,6.98,Low Risk,Maintain - Standard Service,679.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,One year,Yes,Credit card (automatic),71.9,3173.35,No,38,58.51,2223.3,6,2.0,2.5,74.7,0,0.030198559172622284,3.02,Low Risk,Maintain - Standard Service,862.8000000000001,None
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,16,54.71,875.36,6,2.0,2.5,51.3,1,0.9276176539520863,92.76,High Risk,Urgent - Retention Campaign,1092.0,None
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,No,5,74.21,371.05,3,3.0,3.33,50.5,0,0.007515316049900915,0.75,Low Risk,Maintain - Standard Service,237.0,Add Protection Bundle; Add Tech Support
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,No,Credit card (automatic),109.7,8129.3,No,26,49.08,1276.04,6,0.0,5.0,85.6,0,0.0012167328800155957,0.12,Low Risk,Maintain - Standard Service,1316.4,None
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,Two year,No,Credit card (automatic),19.3,1192.7,No,16,58.59,937.38,5,2.0,4.5,69.0,0,0.005820711034590463,0.58,Low Risk,Maintain - Standard Service,231.60000000000002,Add Protection Bundle
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,96.55,1901.65,No,30,61.76,1852.9,6,2.0,3.0,65.6,0,0.30976178289223727,30.98,Medium Risk,Monitor - Check-in Call,1158.6,None
