ticketID,customerID,date,issue_type,resolution_time,satisfaction_score,status
TKT60902,1744-JHKYS,2025-09-29,feature_request,33,3,resolved
TKT51239,2656-FMOKZ,2025-09-29,feature_request,40,1,open
TKT37238,2656-FMOKZ,2025-09-29,login_issue,15,4,open
TKT26571,2656-FMOKZ,2025-09-29,feature_request,33,5,resolved
TKT83548,2656-FMOKZ,2025-09-29,login_issue,39,5,open
TKT18951,2656-FMOKZ,2025-09-29,feature_request,41,4,resolved
TKT96420,2656-FMOKZ,2025-09-29,performance,23,3,resolved
TKT56113,2656-FMOKZ,2025-09-29,login_issue,39,3,open
TKT40253,2070-FNEXE,2025-09-29,billing,27,1,open
TKT15100,2070-FNEXE,2025-09-29,login_issue,44,1,resolved
TKT55921,2070-FNEXE,2025-09-29,technical,46,4,escalated
TKT53166,2070-FNEXE,2025-09-29,technical,47,3,open
TKT41720,2070-FNEXE,2025-09-29,feature_request,46,4,open
TKT41536,5947-SGKCL,2025-09-29,billing,43,5,escalated
TKT49151,5947-SGKCL,2025-09-29,technical,28,1,resolved
TKT55039,5947-SGKCL,2025-09-29,billing,2,1,escalated
TKT20244,3712-PKXZA,2025-09-29,login_issue,28,2,resolved
TKT36716,3712-PKXZA,2025-09-29,performance,13,3,resolved
TKT34439,3712-PKXZA,2025-09-29,login_issue,6,2,open
TKT66829,6317-YPKDH,2025-09-29,billing,27,3,open
TKT41676,6317-YPKDH,2025-09-29,feature_request,37,3,open
TKT81433,6582-OIVSP,2025-09-29,billing,39,4,open
TKT64576,6582-OIVSP,2025-09-29,login_issue,36,5,resolved
TKT99293,6582-OIVSP,2025-09-29,billing,37,2,open
TKT66727,9367-WXLCH,2025-09-29,billing,27,1,escalated
TKT20166,9367-WXLCH,2025-09-29,technical,95,3,escalated
TKT49245,9367-WXLCH,2025-09-29,performance,38,2,escalated
TKT45645,9367-WXLCH,2025-09-29,feature_request,22,4,resolved
TKT57762,9367-WXLCH,2025-09-29,feature_request,6,2,resolved
TKT29078,9367-WXLCH,2025-09-29,billing,2,5,open
TKT10368,9367-WXLCH,2025-09-29,feature_request,47,5,escalated
TKT55515,5524-KHNJP,2025-09-29,technical,42,1,resolved
TKT55684,5524-KHNJP,2025-09-29,performance,8,2,open
TKT58007,5524-KHNJP,2025-09-29,login_issue,6,5,resolved
TKT88403,1918-ZBFQJ,2025-09-29,performance,17,2,resolved
TKT43167,1918-ZBFQJ,2025-09-29,login_issue,29,2,resolved
TKT63201,1918-ZBFQJ,2025-09-29,billing,21,3,escalated
TKT47384,1918-ZBFQJ,2025-09-29,login_issue,38,3,open
TKT14768,1024-GUALD,2025-09-29,performance,42,1,escalated
TKT47196,1024-GUALD,2025-09-29,feature_request,28,1,open
TKT39933,4827-USJHP,2025-09-29,login_issue,4,5,open
TKT82053,4827-USJHP,2025-09-29,performance,20,5,resolved
TKT88291,8167-GJLRN,2025-09-29,technical,84,2,resolved
TKT41684,0956-SYCWG,2025-09-29,feature_request,7,3,open
TKT31828,0956-SYCWG,2025-09-29,billing,40,4,escalated
TKT34672,0956-SYCWG,2025-09-29,performance,7,4,open
TKT34455,8017-UVSZU,2025-09-29,performance,46,2,open
TKT62263,8017-UVSZU,2025-09-29,feature_request,27,4,resolved
TKT18801,8017-UVSZU,2025-09-29,billing,38,1,escalated
TKT36230,7100-FQPRV,2025-09-29,billing,25,3,escalated
TKT72069,7100-FQPRV,2025-09-29,technical,85,2,open
TKT39252,2472-OVKUP,2025-09-29,feature_request,27,4,escalated
TKT60545,2472-OVKUP,2025-09-29,login_issue,16,1,resolved
TKT27081,2984-RGEYA,2025-09-29,login_issue,20,2,resolved
TKT69785,2984-RGEYA,2025-09-29,login_issue,48,3,resolved
TKT48093,2984-RGEYA,2025-09-29,billing,33,5,resolved
TKT53666,2146-EGVDT,2025-09-29,feature_request,25,4,resolved
TKT58728,2146-EGVDT,2025-09-29,performance,23,5,open
TKT81957,2604-IJPDU,2025-09-29,billing,46,2,escalated
TKT79562,2604-IJPDU,2025-09-29,feature_request,41,4,resolved
TKT50467,9178-JHUVJ,2025-09-29,billing,42,2,escalated
TKT30311,6168-YBYNP,2025-09-29,login_issue,19,4,open
TKT57097,6168-YBYNP,2025-09-29,login_issue,7,3,open
TKT49718,7255-SSFBC,2025-09-29,feature_request,16,3,resolved
TKT25244,7255-SSFBC,2025-09-29,performance,32,1,escalated
TKT88250,9323-HGFWY,2025-09-29,billing,18,1,escalated
TKT31160,9323-HGFWY,2025-09-29,login_issue,9,1,open
TKT65956,9323-HGFWY,2025-09-29,billing,6,1,escalated
TKT72475,8544-GOQSH,2025-09-29,feature_request,4,5,open
TKT79557,8544-GOQSH,2025-09-29,login_issue,26,5,resolved
TKT53801,8544-GOQSH,2025-09-29,feature_request,21,2,escalated
TKT26024,3363-DTIVD,2025-09-29,technical,31,1,open
TKT51113,3363-DTIVD,2025-09-29,billing,21,3,escalated
TKT81924,9142-KZXOP,2025-09-29,billing,27,2,escalated
TKT66500,9142-KZXOP,2025-09-29,performance,47,1,escalated
TKT50245,9142-KZXOP,2025-09-29,login_issue,11,1,open
TKT37222,7674-YTAFD,2025-09-29,feature_request,41,3,resolved
TKT96389,7674-YTAFD,2025-09-29,billing,9,3,escalated
TKT67330,7674-YTAFD,2025-09-29,performance,15,2,open
TKT89137,6348-SNFUS,2025-09-29,technical,32,1,escalated
TKT43534,1285-OKIPP,2025-09-29,billing,19,1,resolved
TKT63793,1285-OKIPP,2025-09-29,login_issue,18,3,resolved
TKT89021,1285-OKIPP,2025-09-29,billing,2,2,resolved
TKT77742,1285-OKIPP,2025-09-29,technical,77,2,escalated
TKT95185,1285-OKIPP,2025-09-29,performance,47,4,resolved
TKT82467,7825-ECJRF,2025-09-29,technical,76,5,resolved
TKT78161,7825-ECJRF,2025-09-29,performance,2,1,escalated
TKT75647,7825-ECJRF,2025-09-29,billing,36,1,escalated
TKT71951,7841-TZDMQ,2025-09-29,feature_request,14,2,escalated
TKT61889,7841-TZDMQ,2025-09-29,billing,37,5,escalated
TKT25271,7841-TZDMQ,2025-09-29,feature_request,48,2,open
TKT86488,4195-NZGTA,2025-09-29,login_issue,12,2,open
TKT22689,4195-NZGTA,2025-09-29,technical,24,2,escalated
TKT21297,7157-SMCFK,2025-09-29,technical,42,2,escalated
TKT94262,7157-SMCFK,2025-09-29,technical,91,2,resolved
TKT14624,4709-LKHYG,2025-09-29,performance,28,3,resolved
TKT78259,4709-LKHYG,2025-09-29,billing,3,1,escalated
TKT23091,4709-LKHYG,2025-09-29,performance,24,2,open
TKT62913,2504-DSHIH,2025-09-29,performance,4,2,open
TKT93988,2504-DSHIH,2025-09-29,technical,83,2,resolved
TKT61515,0699-NDKJM,2025-09-29,performance,34,2,resolved
TKT90389,0699-NDKJM,2025-09-29,billing,26,1,open
TKT25380,9286-BHDQG,2025-09-29,feature_request,30,5,resolved
TKT37791,9286-BHDQG,2025-09-29,performance,10,3,escalated
TKT83370,9286-BHDQG,2025-09-29,feature_request,11,1,escalated
TKT49063,0230-WEQUW,2025-09-29,technical,61,4,resolved
TKT27844,0230-WEQUW,2025-09-29,billing,9,2,resolved
TKT62451,2040-LDIWQ,2025-09-29,billing,24,2,open
TKT94674,2040-LDIWQ,2025-09-29,technical,91,5,open
TKT18653,6496-JDSSB,2025-09-29,feature_request,48,1,resolved
TKT25814,9408-SSNVZ,2025-09-29,billing,25,1,open
TKT32736,9408-SSNVZ,2025-09-29,login_issue,7,1,resolved
TKT55580,9408-SSNVZ,2025-09-29,billing,42,4,resolved
TKT87028,9408-SSNVZ,2025-09-29,feature_request,31,4,resolved
TKT42886,9408-SSNVZ,2025-09-29,performance,18,4,resolved
TKT21530,9408-SSNVZ,2025-09-29,billing,33,4,escalated
TKT81454,9408-SSNVZ,2025-09-29,technical,77,5,resolved
TKT22281,4443-EMBNA,2025-09-29,login_issue,11,1,open
TKT15598,6469-MRVET,2025-09-29,feature_request,20,4,resolved
TKT13575,0742-MOABM,2025-09-29,performance,13,4,escalated
TKT28503,0742-MOABM,2025-09-29,login_issue,1,2,open
TKT11741,0742-MOABM,2025-09-29,feature_request,13,5,resolved
TKT15944,0742-MOABM,2025-09-29,feature_request,17,3,open
TKT34113,0742-MOABM,2025-09-29,technical,62,1,escalated
TKT81397,0742-MOABM,2025-09-29,feature_request,42,1,resolved
TKT25882,6778-JFCMK,2025-09-29,billing,22,1,open
TKT30487,6341-JVQGF,2025-09-29,billing,39,4,escalated
TKT60505,2232-DMLXU,2025-09-29,billing,15,3,open
TKT18808,2232-DMLXU,2025-09-29,login_issue,32,1,escalated
TKT77326,2232-DMLXU,2025-09-29,billing,9,3,escalated
TKT96169,2232-DMLXU,2025-09-29,performance,27,2,resolved
TKT45062,2232-DMLXU,2025-09-29,billing,6,5,resolved
TKT99770,4811-JBUVU,2025-09-29,technical,40,2,escalated
TKT20969,4811-JBUVU,2025-09-29,login_issue,27,4,resolved
TKT70399,4811-JBUVU,2025-09-29,login_issue,7,2,escalated
TKT95400,0945-TSONX,2025-09-29,login_issue,11,1,open
TKT62488,0945-TSONX,2025-09-29,performance,32,2,escalated
TKT26114,0945-TSONX,2025-09-29,login_issue,41,2,open
TKT16180,2651-ZCBXV,2025-09-29,billing,4,5,resolved
TKT19072,2651-ZCBXV,2025-09-29,billing,28,2,resolved
TKT12009,2651-ZCBXV,2025-09-29,technical,77,2,resolved
TKT97030,3316-UWXUY,2025-09-29,performance,13,1,open
TKT86439,3316-UWXUY,2025-09-29,technical,31,1,open
TKT67500,3316-UWXUY,2025-09-29,performance,25,3,resolved
TKT53082,8937-RDTHP,2025-09-29,billing,20,4,resolved
TKT14576,8937-RDTHP,2025-09-29,performance,1,5,resolved
TKT12731,8937-RDTHP,2025-09-29,performance,46,3,escalated
TKT43933,7083-MIOPC,2025-09-29,performance,36,5,escalated
TKT60466,1984-GPTEH,2025-09-29,feature_request,16,5,open
TKT18357,1251-KRREG,2025-09-29,feature_request,11,1,escalated
TKT46902,1251-KRREG,2025-09-29,performance,47,2,escalated
TKT97550,0621-JFHOL,2025-09-29,login_issue,31,2,resolved
TKT19353,9903-LYSAB,2025-09-29,technical,94,2,escalated
TKT43220,0094-OIFMO,2025-09-29,feature_request,36,5,escalated
TKT16588,0094-OIFMO,2025-09-29,login_issue,35,4,escalated
TKT97636,9227-UAQFT,2025-09-29,billing,39,4,open
TKT46140,7301-ABVAD,2025-09-29,login_issue,14,3,escalated
TKT13458,6614-FHDBO,2025-09-29,performance,14,2,resolved
TKT20016,7576-ASEJU,2025-09-29,feature_request,23,2,open
TKT80973,9058-HRZSV,2025-09-29,technical,55,1,open
TKT59050,9058-HRZSV,2025-09-29,technical,44,2,resolved
TKT76537,4522-AKYLR,2025-09-29,technical,67,2,escalated
TKT24997,4522-AKYLR,2025-09-29,billing,11,1,escalated
TKT14725,4522-AKYLR,2025-09-29,billing,15,2,resolved
TKT43353,0221-WMXNQ,2025-09-29,technical,38,2,resolved
TKT26170,0303-UNCIP,2025-09-29,performance,12,2,open
TKT48525,0303-UNCIP,2025-09-29,billing,23,2,resolved
TKT82159,0303-UNCIP,2025-09-29,feature_request,10,2,open
TKT77482,9947-OTFQU,2025-09-29,performance,6,2,open
TKT95227,9947-OTFQU,2025-09-29,feature_request,17,1,escalated
TKT86699,9947-OTFQU,2025-09-29,feature_request,6,5,open
TKT89303,9947-OTFQU,2025-09-29,feature_request,39,1,resolved
TKT78185,9947-OTFQU,2025-09-29,performance,37,5,open
TKT74691,0322-YINQP,2025-09-29,login_issue,26,5,resolved
TKT56898,0322-YINQP,2025-09-29,technical,25,5,resolved
TKT92125,0322-YINQP,2025-09-29,feature_request,9,3,resolved
TKT66281,0959-WHOKV,2025-09-29,technical,28,4,open
TKT65902,4075-JFPGR,2025-09-29,performance,44,2,resolved
TKT67336,4629-NRXKX,2025-09-29,technical,35,2,open
TKT12163,4629-NRXKX,2025-09-29,billing,45,3,escalated
TKT94539,4629-NRXKX,2025-09-29,billing,5,1,resolved
TKT49449,4629-NRXKX,2025-09-29,technical,25,1,escalated
TKT79440,4629-NRXKX,2025-09-29,performance,44,3,open
TKT18328,4629-NRXKX,2025-09-29,technical,31,4,escalated
TKT28323,4629-NRXKX,2025-09-29,login_issue,28,4,resolved
TKT99015,9514-JDSKI,2025-09-29,performance,28,5,open
TKT29036,9514-JDSKI,2025-09-29,login_issue,43,3,resolved
TKT75064,9514-JDSKI,2025-09-29,login_issue,22,5,escalated
TKT18160,9514-JDSKI,2025-09-29,technical,90,3,escalated
TKT26347,9514-JDSKI,2025-09-29,login_issue,36,2,escalated
TKT90017,9514-JDSKI,2025-09-29,feature_request,11,3,open
TKT83465,3282-ZISZV,2025-09-29,billing,36,3,resolved
TKT73176,3675-YDUPJ,2025-09-29,login_issue,25,1,open
TKT15943,3675-YDUPJ,2025-09-29,billing,8,2,escalated
TKT30419,4111-BNXIF,2025-09-29,technical,79,2,open
TKT34951,4111-BNXIF,2025-09-29,feature_request,10,5,open
TKT10097,4111-BNXIF,2025-09-29,billing,14,2,open
TKT91684,7017-VFHAY,2025-09-29,feature_request,42,4,resolved
TKT48215,7017-VFHAY,2025-09-29,billing,36,1,escalated
TKT43561,4959-JOSRX,2025-09-29,login_issue,27,3,resolved
TKT94587,4959-JOSRX,2025-09-29,feature_request,2,1,resolved
TKT61550,4959-JOSRX,2025-09-29,login_issue,26,1,escalated
TKT91135,4959-JOSRX,2025-09-29,login_issue,4,4,escalated
TKT50594,4959-JOSRX,2025-09-29,technical,61,2,open
TKT68276,5046-NUHWD,2025-09-29,feature_request,12,2,escalated
TKT63009,5046-NUHWD,2025-09-29,technical,32,4,escalated
TKT54009,7273-TEFQD,2025-09-29,feature_request,33,4,resolved
TKT39272,7273-TEFQD,2025-09-29,feature_request,1,3,escalated
TKT33398,7273-TEFQD,2025-09-29,login_issue,15,2,escalated
TKT86477,7273-TEFQD,2025-09-29,technical,56,2,escalated
TKT31131,7273-TEFQD,2025-09-29,performance,34,3,open
TKT96072,7273-TEFQD,2025-09-29,billing,48,2,open
TKT63292,7273-TEFQD,2025-09-29,performance,47,5,resolved
TKT29427,3606-TWKGI,2025-09-29,technical,40,4,resolved
TKT93221,3606-TWKGI,2025-09-29,performance,24,3,escalated
TKT34130,7529-ZDFXI,2025-09-29,login_issue,47,5,escalated
TKT80508,7605-BDWDC,2025-09-29,technical,69,3,resolved
TKT40138,7605-BDWDC,2025-09-29,performance,39,3,escalated
TKT59320,3197-ARFOY,2025-09-29,billing,27,2,escalated
TKT14351,6323-AYBRX,2025-09-29,technical,42,5,escalated
TKT59614,6323-AYBRX,2025-09-29,technical,40,2,resolved
TKT46843,6323-AYBRX,2025-09-29,feature_request,33,1,open
TKT15394,6323-AYBRX,2025-09-29,technical,68,5,resolved
TKT36242,6323-AYBRX,2025-09-29,login_issue,41,1,open
TKT56536,6323-AYBRX,2025-09-29,billing,17,1,resolved
TKT96555,6323-AYBRX,2025-09-29,billing,33,4,resolved
TKT94715,6323-AYBRX,2025-09-29,feature_request,12,4,resolved
TKT28672,7014-ZZXAW,2025-09-29,billing,11,5,open
TKT46804,4385-GZQXV,2025-09-29,feature_request,41,4,resolved
TKT36484,4385-GZQXV,2025-09-29,billing,1,3,resolved
TKT56837,6366-ZGQGL,2025-09-29,billing,1,2,escalated
TKT38576,6366-ZGQGL,2025-09-29,technical,61,4,escalated
TKT25576,6366-ZGQGL,2025-09-29,feature_request,17,3,resolved
TKT21622,4716-HHKQH,2025-09-29,performance,19,3,escalated
TKT40366,4716-HHKQH,2025-09-29,feature_request,23,2,open
TKT81939,4716-HHKQH,2025-09-29,login_issue,48,5,open
TKT90398,5940-AHUHD,2025-09-29,login_issue,30,1,escalated
TKT76610,5940-AHUHD,2025-09-29,billing,25,1,escalated
TKT67457,5940-AHUHD,2025-09-29,technical,68,4,open
TKT61814,5940-AHUHD,2025-09-29,performance,36,2,escalated
TKT98738,6432-TWQLB,2025-09-29,technical,62,4,resolved
TKT67393,6432-TWQLB,2025-09-29,technical,34,4,escalated
TKT83800,6432-TWQLB,2025-09-29,technical,57,2,resolved
TKT30624,6432-TWQLB,2025-09-29,billing,17,1,resolved
TKT68969,6432-TWQLB,2025-09-29,feature_request,21,3,open
TKT64709,6432-TWQLB,2025-09-29,billing,4,3,escalated
TKT96280,4484-GLZOU,2025-09-29,feature_request,34,1,escalated
TKT59663,4484-GLZOU,2025-09-29,billing,7,5,open
TKT21705,4484-GLZOU,2025-09-29,technical,46,3,resolved
TKT31881,8645-KWHJO,2025-09-29,feature_request,5,5,escalated
TKT43412,2080-SRCDE,2025-09-29,login_issue,33,2,escalated
TKT99727,2080-SRCDE,2025-09-29,feature_request,43,5,escalated
TKT63303,2080-SRCDE,2025-09-29,login_issue,22,3,escalated
TKT87272,9577-WJVCQ,2025-09-29,billing,19,4,resolved
TKT75398,9512-UIBFX,2025-09-29,technical,79,5,open
TKT52136,9512-UIBFX,2025-09-29,performance,40,5,escalated
TKT34223,9512-UIBFX,2025-09-29,technical,61,4,escalated
TKT34811,6202-DYYFX,2025-09-29,performance,37,3,open
TKT40267,6202-DYYFX,2025-09-29,billing,35,1,open
TKT49690,3808-HFKDE,2025-09-29,performance,10,1,open
TKT91488,3808-HFKDE,2025-09-29,billing,18,5,escalated
TKT23584,3808-HFKDE,2025-09-29,technical,59,2,escalated
TKT29560,5583-SXDAG,2025-09-29,technical,51,2,resolved
TKT34846,5583-SXDAG,2025-09-29,performance,36,2,open
TKT45246,5583-SXDAG,2025-09-29,performance,29,4,resolved
TKT12766,5583-SXDAG,2025-09-29,billing,10,4,resolved
TKT12795,3488-PGMQJ,2025-09-29,performance,45,1,open
TKT86380,3488-PGMQJ,2025-09-29,performance,46,5,escalated
TKT53039,3488-PGMQJ,2025-09-29,performance,20,2,open
TKT10399,3488-PGMQJ,2025-09-29,technical,67,1,open
TKT56189,3488-PGMQJ,2025-09-29,technical,93,3,escalated
TKT81434,3488-PGMQJ,2025-09-29,feature_request,14,3,resolved
TKT82457,3488-PGMQJ,2025-09-29,technical,83,5,open
TKT50267,3580-REOAC,2025-09-29,billing,28,2,escalated
TKT85234,3580-REOAC,2025-09-29,billing,15,1,escalated
TKT63221,3580-REOAC,2025-09-29,feature_request,2,2,open
TKT59087,3580-REOAC,2025-09-29,technical,79,1,open
TKT74400,3580-REOAC,2025-09-29,feature_request,35,5,escalated
TKT44297,3580-REOAC,2025-09-29,login_issue,20,5,resolved
TKT78744,3580-REOAC,2025-09-29,feature_request,26,1,escalated
TKT60311,7534-BFESC,2025-09-29,billing,32,3,escalated
TKT45366,7534-BFESC,2025-09-29,billing,19,4,escalated
TKT56292,3727-OWVYD,2025-09-29,billing,15,4,escalated
TKT90312,3727-OWVYD,2025-09-29,login_issue,11,2,open
TKT33349,2294-SALNE,2025-09-29,login_issue,11,5,resolved
TKT58377,2294-SALNE,2025-09-29,performance,3,1,open
TKT66511,2294-SALNE,2025-09-29,performance,22,5,escalated
TKT24203,4847-TAJYI,2025-09-29,performance,45,4,open
TKT17875,1563-IWQEX,2025-09-29,technical,68,4,resolved
TKT85299,8203-XJZRC,2025-09-29,technical,41,1,open
TKT81333,8203-XJZRC,2025-09-29,billing,29,4,escalated
TKT40932,8203-XJZRC,2025-09-29,performance,26,5,open
TKT88155,6556-DBKZF,2025-09-29,technical,89,4,escalated
TKT87869,2985-JUUBZ,2025-09-29,billing,21,1,resolved
TKT54740,6390-DSAZX,2025-09-29,login_issue,6,1,escalated
TKT52269,6390-DSAZX,2025-09-29,login_issue,26,2,escalated
TKT28838,0895-LMRSF,2025-09-29,billing,42,4,resolved
TKT91521,0895-LMRSF,2025-09-29,performance,45,1,resolved
TKT36554,8098-LLAZX,2025-09-29,billing,3,5,escalated
TKT42592,8098-LLAZX,2025-09-29,login_issue,24,3,open
TKT28414,8098-LLAZX,2025-09-29,technical,91,1,escalated
TKT29178,8098-LLAZX,2025-09-29,billing,10,1,escalated
TKT88701,8098-LLAZX,2025-09-29,feature_request,9,1,resolved
TKT26297,8098-LLAZX,2025-09-29,feature_request,18,2,escalated
TKT31508,8098-LLAZX,2025-09-29,performance,47,5,resolved
TKT91497,8266-VBFQL,2025-09-29,technical,53,1,open
TKT36458,8266-VBFQL,2025-09-29,login_issue,18,2,open
TKT97728,8266-VBFQL,2025-09-29,billing,44,4,resolved
TKT34076,8181-YHCMF,2025-09-29,performance,19,2,open
TKT72691,8181-YHCMF,2025-09-29,performance,25,3,open
TKT40055,1248-DYXUB,2025-09-29,billing,24,1,escalated
TKT64031,1248-DYXUB,2025-09-29,technical,57,1,escalated
TKT40433,0265-EDXBD,2025-09-29,login_issue,26,5,resolved
TKT75729,0265-EDXBD,2025-09-29,billing,22,1,open
TKT83958,0265-EDXBD,2025-09-29,technical,31,1,open
TKT86407,4115-BNPJY,2025-09-29,feature_request,6,2,escalated
TKT77723,4115-BNPJY,2025-09-29,performance,44,3,escalated
TKT28731,3167-SNQPL,2025-09-29,technical,35,5,resolved
TKT20959,3167-SNQPL,2025-09-29,performance,46,1,open
TKT67868,4091-TVOCN,2025-09-29,login_issue,45,3,open
TKT59835,4091-TVOCN,2025-09-29,feature_request,23,4,resolved
TKT88428,4091-TVOCN,2025-09-29,performance,15,2,resolved
TKT57836,1098-TDVUQ,2025-09-29,technical,75,3,resolved
TKT49888,1098-TDVUQ,2025-09-29,billing,31,4,escalated
TKT21870,1098-TDVUQ,2025-09-29,login_issue,9,4,escalated
TKT15942,1557-EMYVT,2025-09-29,feature_request,1,5,escalated
TKT43972,1557-EMYVT,2025-09-29,performance,40,4,escalated
TKT30203,2799-ARNLO,2025-09-29,feature_request,17,3,open
TKT64413,7563-BIUPC,2025-09-29,billing,8,2,open
TKT85174,7563-BIUPC,2025-09-29,performance,27,2,open
TKT78298,7563-BIUPC,2025-09-29,technical,94,4,open
TKT76331,7563-BIUPC,2025-09-29,performance,34,4,escalated
TKT70415,7563-BIUPC,2025-09-29,billing,1,3,escalated
TKT99115,7563-BIUPC,2025-09-29,billing,5,2,open
TKT37849,7563-BIUPC,2025-09-29,technical,54,3,resolved
TKT26394,5027-YOCXN,2025-09-29,technical,92,4,resolved
TKT52059,5027-YOCXN,2025-09-29,billing,30,3,resolved
TKT12612,5027-YOCXN,2025-09-29,billing,6,3,resolved
TKT57536,3973-SKMLN,2025-09-29,performance,32,2,escalated
TKT59600,2321-OMBXY,2025-09-29,feature_request,22,1,resolved
TKT49904,2321-OMBXY,2025-09-29,performance,41,3,open
TKT52767,2321-OMBXY,2025-09-29,performance,3,5,open
TKT41842,2321-OMBXY,2025-09-29,performance,8,3,escalated
TKT99070,2321-OMBXY,2025-09-29,technical,34,1,open
TKT68365,2321-OMBXY,2025-09-29,login_issue,25,5,escalated
TKT56789,2840-XANRC,2025-09-29,technical,61,2,open
TKT82728,2840-XANRC,2025-09-29,billing,11,1,open
TKT97990,2840-XANRC,2025-09-29,technical,40,4,resolved
TKT31109,2840-XANRC,2025-09-29,technical,73,4,resolved
TKT69248,2840-XANRC,2025-09-29,login_issue,12,2,open
TKT95135,6745-JEFZB,2025-09-29,login_issue,18,5,open
TKT38171,5020-ZSTTY,2025-09-29,billing,1,5,resolved
TKT96573,5020-ZSTTY,2025-09-29,feature_request,46,2,open
TKT47203,8705-WZCYL,2025-09-29,feature_request,44,2,open
TKT89548,8705-WZCYL,2025-09-29,technical,42,5,escalated
TKT26702,8705-WZCYL,2025-09-29,technical,93,5,open
TKT67775,7102-JJVTX,2025-09-29,technical,32,5,escalated
TKT78223,8626-PTQGE,2025-09-29,feature_request,2,4,resolved
TKT59058,8626-PTQGE,2025-09-29,feature_request,41,4,resolved
TKT44587,8626-PTQGE,2025-09-29,technical,62,2,open
TKT34933,4983-CLMLV,2025-09-29,billing,15,2,escalated
TKT81834,4983-CLMLV,2025-09-29,billing,30,4,escalated
TKT88736,4983-CLMLV,2025-09-29,technical,75,5,resolved
TKT14073,5701-YVSVF,2025-09-29,feature_request,46,5,escalated
TKT15734,5701-YVSVF,2025-09-29,login_issue,1,1,escalated
TKT64956,5804-LEPIM,2025-09-29,login_issue,13,5,open
TKT16951,5804-LEPIM,2025-09-29,billing,4,4,open
TKT60431,5804-LEPIM,2025-09-29,technical,92,3,escalated
TKT31640,5804-LEPIM,2025-09-29,billing,9,4,escalated
TKT27726,5804-LEPIM,2025-09-29,technical,85,4,open
TKT91553,5804-LEPIM,2025-09-29,feature_request,32,3,open
TKT91645,5804-LEPIM,2025-09-29,billing,7,5,open
TKT91323,5697-GOMBF,2025-09-29,technical,27,5,escalated
TKT15724,5697-GOMBF,2025-09-29,feature_request,21,2,open
TKT60250,2739-CACDQ,2025-09-29,technical,42,1,escalated
TKT90755,2739-CACDQ,2025-09-29,performance,22,5,escalated
TKT15865,2739-CACDQ,2025-09-29,technical,78,3,open
