customerID,tenure,MonthlyCharges,Contract,churn_probability,churn_risk_score,predicted_risk_segment,recommended_action,total_tickets,avg_satisfaction,health_score,revenue_at_risk
7295-JOMMD,4,98.1,Month-to-month,0.9975101786683092,99.75,High Risk,Urgent - Retention Campaign,4.0,2.75,53.5,1177.1999999999998
5192-EBGOV,1,85.7,Month-to-month,0.9975088886512855,99.75,High Risk,Urgent - Retention Campaign,8.0,3.5,50.1,1028.4
8357-EQXFO,7,95.35,Month-to-month,0.997508194766909,99.75,High Risk,Urgent - Retention Campaign,5.0,3.2,54.9,1144.1999999999998
1626-ERCMM,20,94.55,Month-to-month,0.9975030583642206,99.75,High Risk,Urgent - Retention Campaign,4.0,4.0,74.4,1134.6
9282-IZGQK,1,85.0,Month-to-month,0.9975025439818762,99.75,High Risk,Urgent - Retention Campaign,8.0,2.5,39.5,1020.0
5180-UCIIQ,22,40.05,Month-to-month,0.997497650254195,99.75,High Risk,Urgent - Retention Campaign,4.0,3.5,52.9,480.59999999999997
4765-OXPPD,9,65.0,Month-to-month,0.9974954719875425,99.75,High Risk,Urgent - Retention Campaign,4.0,2.75,55.5,780.0
0897-FEGMU,11,99.5,Month-to-month,0.9974921031350573,99.75,High Risk,Urgent - Retention Campaign,6.0,2.67,38.5,1194.0
8510-AWCXC,13,100.8,Month-to-month,0.9974917389380654,99.75,High Risk,Urgent - Retention Campaign,7.0,2.57,61.3,1209.6
1010-DIAUQ,5,96.5,Month-to-month,0.9974837009035482,99.75,High Risk,Urgent - Retention Campaign,6.0,2.5,36.2,1158.0
2408-WITXK,10,34.7,Month-to-month,0.9974821086287761,99.75,High Risk,Urgent - Retention Campaign,8.0,2.62,31.9,416.40000000000003
9658-WYUFB,17,94.4,Month-to-month,0.9974810092236513,99.75,High Risk,Urgent - Retention Campaign,5.0,3.2,63.7,1132.8000000000002
3815-SLMEF,3,34.25,Month-to-month,0.9974784469125096,99.75,High Risk,Urgent - Retention Campaign,5.0,3.4,42.4,411.0
2672-DZUOY,1,25.15,Month-to-month,0.9974778893501153,99.75,High Risk,Urgent - Retention Campaign,7.0,3.29,43.2,301.79999999999995
0628-CNQRM,22,67.5,One year,0.9974768271098564,99.75,High Risk,Urgent - Retention Campaign,4.0,2.25,60.7,810.0
8840-DQLGN,35,100.5,Month-to-month,0.997476355622272,99.75,High Risk,Urgent - Retention Campaign,5.0,3.6,72.1,1206.0
9831-BPFRI,39,89.55,One year,0.9974762892128739,99.75,High Risk,Urgent - Retention Campaign,4.0,4.5,87.6,1074.6
0420-BWTPW,8,25.5,Month-to-month,0.9974759974005127,99.75,High Risk,Urgent - Retention Campaign,4.0,1.5,47.8,306.0
2359-QWQUL,39,104.7,One year,0.9974747812042682,99.75,High Risk,Urgent - Retention Campaign,7.0,2.57,63.1,1256.4
2968-SSGAA,10,100.6,Month-to-month,0.9974715404061698,99.75,High Risk,Urgent - Retention Campaign,8.0,2.5,31.4,1207.1999999999998
0786-VSSUD,16,39.0,Month-to-month,0.9974649792847774,99.75,High Risk,Urgent - Retention Campaign,6.0,2.17,51.5,468.0
7209-JCUDS,10,94.9,Month-to-month,0.9974646474073514,99.75,High Risk,Urgent - Retention Campaign,4.0,2.5,51.8,1138.8000000000002
6502-HCJTI,7,94.7,Month-to-month,0.9974593436697834,99.75,High Risk,Urgent - Retention Campaign,8.0,2.5,51.5,1136.4
9239-ZBZZV,6,47.95,Month-to-month,0.9974578260403795,99.75,High Risk,Urgent - Retention Campaign,5.0,2.6,35.7,575.4000000000001
7758-XKCBS,15,29.7,Month-to-month,0.9974559507437534,99.75,High Risk,Urgent - Retention Campaign,7.0,3.86,61.0,356.4
6689-KXGBO,1,50.55,Month-to-month,0.9974527619632396,99.75,High Risk,Urgent - Retention Campaign,6.0,3.0,50.7,606.5999999999999
3721-CNEYS,2,70.95,Month-to-month,0.9974525781639645,99.75,High Risk,Urgent - Retention Campaign,4.0,2.5,52.6,851.4000000000001
9190-MFJLN,19,95.9,Month-to-month,0.9974523291863392,99.75,High Risk,Urgent - Retention Campaign,8.0,3.25,69.9,1150.8000000000002
9223-UCPVT,1,94.4,Month-to-month,0.9974509809999628,99.75,High Risk,Urgent - Retention Campaign,6.0,2.83,42.6,1132.8000000000002
3932-CMDTD,4,105.65,One year,0.9974481621611992,99.74,High Risk,Urgent - Retention Campaign,5.0,1.8,38.1,1267.8000000000002
1658-BYGOY,18,95.45,Month-to-month,0.9974471627722997,99.74,High Risk,Urgent - Retention Campaign,6.0,2.5,57.6,1145.4
1309-BXVOQ,21,106.1,Month-to-month,0.9974450579303732,99.74,High Risk,Urgent - Retention Campaign,5.0,2.2,72.2,1273.1999999999998
3663-MITLP,15,101.25,Month-to-month,0.9974433879406184,99.74,High Risk,Urgent - Retention Campaign,6.0,3.17,64.2,1215.0
5976-JCJRH,10,70.3,Month-to-month,0.9974387495604154,99.74,High Risk,Urgent - Retention Campaign,5.0,4.2,49.4,843.5999999999999
5349-IECLD,2,94.95,Month-to-month,0.9974276411083353,99.74,High Risk,Urgent - Retention Campaign,4.0,2.75,44.4,1139.4
2894-QOJRX,25,34.0,Month-to-month,0.997426931613162,99.74,High Risk,Urgent - Retention Campaign,6.0,3.5,58.7,408.0
9637-EIHEQ,1,50.8,Month-to-month,0.9974253362624084,99.74,High Risk,Urgent - Retention Campaign,8.0,3.0,50.1,609.5999999999999
5028-HTLJB,1,20.05,Month-to-month,0.9974242986710241,99.74,High Risk,Urgent - Retention Campaign,8.0,4.0,57.7,240.60000000000002
5294-CDGWY,51,59.3,One year,0.997424056442228,99.74,High Risk,Urgent - Retention Campaign,7.0,2.86,83.2,711.5999999999999
7783-YKGDV,12,99.7,Month-to-month,0.9974235991530145,99.74,High Risk,Urgent - Retention Campaign,8.0,3.25,46.7,1196.4
0011-IGKFF,13,98.0,Month-to-month,0.9974223668212318,99.74,High Risk,Urgent - Retention Campaign,6.0,2.33,55.5,1176.0
5797-APWZC,1,90.6,Month-to-month,0.9974222874304116,99.74,High Risk,Urgent - Retention Campaign,4.0,3.5,54.5,1087.1999999999998
1965-DDBWU,16,89.05,Month-to-month,0.9974212515815176,99.74,High Risk,Urgent - Retention Campaign,7.0,3.43,75.2,1068.6
6598-RFFVI,2,19.3,One year,0.9974210582040435,99.74,High Risk,Urgent - Retention Campaign,7.0,2.29,41.3,231.60000000000002
6326-MTTXK,8,100.85,Month-to-month,0.9974201110928098,99.74,High Risk,Urgent - Retention Campaign,4.0,1.5,43.4,1210.1999999999998
6179-GJPSO,43,108.15,Month-to-month,0.9974190257048086,99.74,High Risk,Urgent - Retention Campaign,8.0,3.25,81.9,1297.8000000000002
9136-ALYBR,1,24.45,Month-to-month,0.9974178618778632,99.74,High Risk,Urgent - Retention Campaign,6.0,3.17,49.0,293.4
0655-RBDUG,7,98.05,Month-to-month,0.9974175783454062,99.74,High Risk,Urgent - Retention Campaign,8.0,2.88,38.3,1176.6
3683-QKIUE,6,50.8,Month-to-month,0.9974174333377478,99.74,High Risk,Urgent - Retention Campaign,8.0,3.5,57.1,609.5999999999999
3006-XIMLN,2,94.2,Month-to-month,0.9974168182806252,99.74,High Risk,Urgent - Retention Campaign,8.0,2.38,36.1,1130.4
0195-IESCP,10,85.25,Month-to-month,0.9974145810787135,99.74,High Risk,Urgent - Retention Campaign,5.0,2.8,47.4,1023.0
5293-WXJAK,11,104.05,Month-to-month,0.9974140237974011,99.74,High Risk,Urgent - Retention Campaign,4.0,3.0,33.7,1248.6
2514-GINMM,1,79.5,Month-to-month,0.9974128754084763,99.74,High Risk,Urgent - Retention Campaign,4.0,3.25,45.5,954.0
1075-BGWOH,16,98.75,Month-to-month,0.9974104932292209,99.74,High Risk,Urgent - Retention Campaign,8.0,2.62,67.1,1185.0
1899-VXWXM,48,106.1,One year,0.9974096196042015,99.74,High Risk,Urgent - Retention Campaign,4.0,4.0,78.5,1273.1999999999998
0004-TLHLJ,4,73.9,Month-to-month,0.9974072929970409,99.74,High Risk,Urgent - Retention Campaign,6.0,2.17,50.6,886.8000000000001
4192-GORJT,5,94.45,Month-to-month,0.9974024766404975,99.74,High Risk,Urgent - Retention Campaign,5.0,3.0,46.2,1133.4
8433-WXGNA,2,75.7,Month-to-month,0.9974009397476562,99.74,High Risk,Urgent - Retention Campaign,7.0,2.43,39.5,908.4000000000001
7249-WBIYX,10,85.6,Month-to-month,0.9974008978651707,99.74,High Risk,Urgent - Retention Campaign,5.0,3.0,56.8,1027.1999999999998
2100-BDNSN,5,67.95,Month-to-month,0.9973967626825517,99.74,High Risk,Urgent - Retention Campaign,6.0,2.67,51.1,815.4000000000001
7274-RTAPZ,1,90.55,Month-to-month,0.9973935184512153,99.74,High Risk,Urgent - Retention Campaign,5.0,2.6,48.5,1086.6
7056-IMHCC,53,101.9,Month-to-month,0.9973915643916299,99.74,High Risk,Urgent - Retention Campaign,6.0,3.83,80.4,1222.8000000000002
0193-ESZXP,58,105.5,One year,0.9973881578579668,99.74,High Risk,Urgent - Retention Campaign,7.0,2.86,84.0,1266.0
1871-MOWRM,12,80.85,Month-to-month,0.9973859355534866,99.74,High Risk,Urgent - Retention Campaign,6.0,2.83,56.1,970.1999999999999
6413-XKKPU,17,89.4,Month-to-month,0.9973858781768222,99.74,High Risk,Urgent - Retention Campaign,6.0,3.5,76.3,1072.8000000000002
3722-WPXTK,1,88.35,Month-to-month,0.9973848167495173,99.74,High Risk,Urgent - Retention Campaign,6.0,3.83,47.8,1060.1999999999998
7660-HDPJV,1,69.2,Month-to-month,0.997384657094868,99.74,High Risk,Urgent - Retention Campaign,4.0,2.25,44.1,830.4000000000001
3247-ZVOUO,10,85.55,Month-to-month,0.9973839992885234,99.74,High Risk,Urgent - Retention Campaign,4.0,3.25,51.0,1026.6
4626-GYCZP,7,93.85,Month-to-month,0.9973802738686879,99.74,High Risk,Urgent - Retention Campaign,5.0,2.6,54.3,1126.1999999999998
8949-JTMAY,29,98.6,Month-to-month,0.9973781862185255,99.74,High Risk,Urgent - Retention Campaign,8.0,3.12,71.5,1183.1999999999998
5394-SVGJV,37,98.8,Month-to-month,0.9973780422589666,99.74,High Risk,Urgent - Retention Campaign,7.0,4.0,70.1,1185.6
3104-OWCGK,60,90.95,One year,0.9973754128285317,99.74,High Risk,Urgent - Retention Campaign,5.0,3.2,82.3,1091.4
5515-IDEJJ,1,19.9,Month-to-month,0.9973722586280581,99.74,High Risk,Urgent - Retention Campaign,7.0,2.43,40.4,238.79999999999998
7802-EFKNY,5,24.95,Month-to-month,0.9973712488220676,99.74,High Risk,Urgent - Retention Campaign,6.0,2.67,50.5,299.4
2157-MXBJS,13,75.3,One year,0.9973674448138555,99.74,High Risk,Urgent - Retention Campaign,7.0,3.0,72.0,903.5999999999999
5385-SUIRI,52,104.2,Month-to-month,0.9973668529204559,99.74,High Risk,Urgent - Retention Campaign,7.0,2.71,84.1,1250.4
4946-EDSEW,11,19.25,Month-to-month,0.9973638149376816,99.74,High Risk,Urgent - Retention Campaign,7.0,3.71,55.1,231.0
2108-XWMPY,3,35.45,Month-to-month,0.9973594457124737,99.74,High Risk,Urgent - Retention Campaign,8.0,3.25,48.6,425.40000000000003
7881-EVUAD,2,42.6,Month-to-month,0.9973554243035856,99.74,High Risk,Urgent - Retention Campaign,4.0,1.5,38.2,511.20000000000005
6702-OHFWR,1,43.3,Month-to-month,0.9973552559111586,99.74,High Risk,Urgent - Retention Campaign,8.0,2.62,35.6,519.5999999999999
8019-ENHXU,42,99.45,Month-to-month,0.997352790924239,99.74,High Risk,Urgent - Retention Campaign,8.0,3.25,78.1,1193.4
0378-TOVMS,3,85.8,Month-to-month,0.9973518499268933,99.74,High Risk,Urgent - Retention Campaign,8.0,3.25,33.0,1029.6
3070-DVEYC,7,73.75,Month-to-month,0.9973482897125546,99.73,High Risk,Urgent - Retention Campaign,4.0,4.0,57.5,885.0
9283-LZQOH,13,74.4,Month-to-month,0.997344498977138,99.73,High Risk,Urgent - Retention Campaign,7.0,3.71,62.9,892.8000000000001
9391-EOYLI,12,80.45,Month-to-month,0.997343215587667,99.73,High Risk,Urgent - Retention Campaign,7.0,3.29,41.3,965.4000000000001
2748-MYRVK,63,99.9,One year,0.9973384195139956,99.73,High Risk,Urgent - Retention Campaign,8.0,3.5,87.9,1198.8000000000002
1522-VVDMG,7,89.75,Month-to-month,0.9973380039559321,99.73,High Risk,Urgent - Retention Campaign,8.0,2.38,43.7,1077.0
4826-XTSOH,1,86.05,Month-to-month,0.9973359969290327,99.73,High Risk,Urgent - Retention Campaign,5.0,2.2,40.7,1032.6
4080-OGPJL,8,71.15,Month-to-month,0.9973265842749486,99.73,High Risk,Urgent - Retention Campaign,7.0,3.29,47.6,853.8000000000001
2754-VDLTR,10,95.2,Month-to-month,0.9973230656332024,99.73,High Risk,Urgent - Retention Campaign,5.0,3.4,57.8,1142.4
9725-SCPZG,1,90.85,Month-to-month,0.9973229894639493,99.73,High Risk,Urgent - Retention Campaign,7.0,3.86,34.3,1090.1999999999998
2979-SXESE,17,94.4,Month-to-month,0.9973229213904703,99.73,High Risk,Urgent - Retention Campaign,6.0,2.5,60.3,1132.8000000000002
5923-GXUOC,10,104.4,Month-to-month,0.9973228984405857,99.73,High Risk,Urgent - Retention Campaign,4.0,3.0,55.0,1252.8000000000002
4558-FANTW,17,91.85,Month-to-month,0.9973180476690261,99.73,High Risk,Urgent - Retention Campaign,7.0,3.14,59.9,1102.1999999999998
5583-SXDAG,1,70.0,Month-to-month,0.9973174374411563,99.73,High Risk,Urgent - Retention Campaign,4.0,3.0,46.3,840.0
3049-NDXFL,1,85.8,Month-to-month,0.9973173581696696,99.73,High Risk,Urgent - Retention Campaign,4.0,2.5,48.7,1029.6
9488-HGMJH,1,71.15,Month-to-month,0.997317336934453,99.73,High Risk,Urgent - Retention Campaign,8.0,3.25,46.1,853.8000000000001
6284-AHOOQ,22,90.5,Month-to-month,0.9973171027390699,99.73,High Risk,Urgent - Retention Campaign,6.0,1.5,65.5,1086.0
7780-OTDSO,18,99.4,Month-to-month,0.9973164572339471,99.73,High Risk,Urgent - Retention Campaign,4.0,3.0,59.0,1192.8000000000002
1567-DSCIC,8,94.0,Month-to-month,0.9973159165706253,99.73,High Risk,Urgent - Retention Campaign,5.0,2.2,35.2,1128.0
3374-LXDEV,13,89.4,Month-to-month,0.9973153054985812,99.73,High Risk,Urgent - Retention Campaign,4.0,2.75,68.6,1072.8000000000002
6581-NQCBA,16,49.95,Month-to-month,0.9973079484490164,99.73,High Risk,Urgent - Retention Campaign,8.0,2.88,40.8,599.4000000000001
1792-UXAFY,17,89.15,Month-to-month,0.9973067879685268,99.73,High Risk,Urgent - Retention Campaign,8.0,3.25,71.7,1069.8000000000002
4255-DDUOU,1,20.5,Month-to-month,0.9973056496167518,99.73,High Risk,Urgent - Retention Campaign,8.0,2.5,38.9,246.0
6214-EDAKZ,22,55.15,Month-to-month,0.9973023126030839,99.73,High Risk,Urgent - Retention Campaign,6.0,4.33,67.8,661.8
1571-SAVHK,12,99.95,Month-to-month,0.997300627046782,99.73,High Risk,Urgent - Retention Campaign,8.0,2.5,45.5,1199.4
5712-PTIWW,2,79.85,Month-to-month,0.9972976260210535,99.73,High Risk,Urgent - Retention Campaign,7.0,3.43,39.7,958.1999999999999
6543-CPZMK,9,29.95,Month-to-month,0.9972935658305118,99.73,High Risk,Urgent - Retention Campaign,7.0,3.29,28.7,359.4
9057-SIHCH,3,96.6,Month-to-month,0.9972912799727722,99.73,High Risk,Urgent - Retention Campaign,7.0,2.86,54.3,1159.1999999999998
8821-XNHVZ,1,80.05,Month-to-month,0.9972911122130035,99.73,High Risk,Urgent - Retention Campaign,6.0,2.67,45.6,960.5999999999999
3376-BMGFE,4,70.9,Month-to-month,0.9972897507039854,99.73,High Risk,Urgent - Retention Campaign,8.0,3.12,53.2,850.8000000000001
9090-SGQXL,68,105.3,Month-to-month,0.9972891752167322,99.73,High Risk,Urgent - Retention Campaign,7.0,3.43,87.2,1263.6
2232-DMLXU,1,55.2,Month-to-month,0.997287533439678,99.73,High Risk,Urgent - Retention Campaign,5.0,2.8,51.7,662.4000000000001
4913-EHYUI,56,104.55,One year,0.9972874764267927,99.73,High Risk,Urgent - Retention Campaign,5.0,3.2,72.8,1254.6
1218-VKFPE,12,19.0,Month-to-month,0.9972872224530976,99.73,High Risk,Urgent - Retention Campaign,8.0,3.5,55.1,228.0
6397-JNZZG,43,55.55,Month-to-month,0.9972863171078444,99.73,High Risk,Urgent - Retention Campaign,4.0,4.0,74.1,666.5999999999999
1450-GALXR,10,98.5,Month-to-month,0.9972861850964038,99.73,High Risk,Urgent - Retention Campaign,6.0,3.5,43.4,1182.0
3325-FUYCG,28,106.1,One year,0.9972843415598163,99.73,High Risk,Urgent - Retention Campaign,6.0,3.5,69.8,1273.1999999999998
7089-IVVAZ,8,103.35,Month-to-month,0.9972837339484198,99.73,High Risk,Urgent - Retention Campaign,8.0,3.62,42.7,1240.1999999999998
1228-FZFRV,50,105.95,Month-to-month,0.9972811436086932,99.73,High Risk,Urgent - Retention Campaign,4.0,2.75,69.9,1271.4
1761-AEZZR,1,79.55,Month-to-month,0.997280474336613,99.73,High Risk,Urgent - Retention Campaign,4.0,3.25,52.3,954.5999999999999
8784-CGILN,18,99.85,Month-to-month,0.9972795864809161,99.73,High Risk,Urgent - Retention Campaign,7.0,3.57,76.3,1198.1999999999998
8844-TONUD,13,96.65,Month-to-month,0.9972791304567221,99.73,High Risk,Urgent - Retention Campaign,6.0,2.67,50.5,1159.8000000000002
0318-QUUOB,1,80.55,Month-to-month,0.9972783287739848,99.73,High Risk,Urgent - Retention Campaign,4.0,1.75,48.1,966.5999999999999
0876-WDUUZ,5,85.4,Month-to-month,0.9972768804219619,99.73,High Risk,Urgent - Retention Campaign,5.0,3.4,55.8,1024.8000000000002
5949-EBSQK,4,61.45,Month-to-month,0.9972734863165765,99.73,High Risk,Urgent - Retention Campaign,7.0,3.0,41.7,737.4000000000001
1564-NTYXF,13,82.0,Month-to-month,0.9972708996173331,99.73,High Risk,Urgent - Retention Campaign,8.0,3.5,75.2,984.0
4952-YSOGZ,4,85.95,Month-to-month,0.9972682085846535,99.73,High Risk,Urgent - Retention Campaign,6.0,3.33,53.4,1031.4
8481-YYXWG,5,89.35,Month-to-month,0.9972634603158876,99.73,High Risk,Urgent - Retention Campaign,8.0,2.62,49.7,1072.1999999999998
7079-QRCBC,24,98.75,Month-to-month,0.9972572914238857,99.73,High Risk,Urgent - Retention Campaign,5.0,2.2,69.5,1185.0
3440-JPSCL,6,99.95,Month-to-month,0.9972540084048399,99.73,High Risk,Urgent - Retention Campaign,5.0,3.2,47.3,1199.4
1465-VINDH,10,102.1,Month-to-month,0.9972529658806253,99.73,High Risk,Urgent - Retention Campaign,7.0,2.57,50.3,1225.1999999999998
5167-GBFRE,4,25.2,Month-to-month,0.9972516424336763,99.73,High Risk,Urgent - Retention Campaign,5.0,3.6,52.7,302.4
4355-HBJHH,67,79.7,Two year,0.99724853227022,99.72,High Risk,Urgent - Retention Campaign,4.0,3.75,82.2,956.4000000000001
8436-BJUMM,26,83.75,Month-to-month,0.9972433662707256,99.72,High Risk,Urgent - Retention Campaign,8.0,3.12,78.5,1005.0
5597-GLBUC,1,85.45,Month-to-month,0.9972395222910362,99.72,High Risk,Urgent - Retention Campaign,6.0,3.67,55.2,1025.4
1038-ZAGBI,12,19.8,One year,0.9972379849274798,99.72,High Risk,Urgent - Retention Campaign,7.0,2.57,37.2,237.60000000000002
7963-GQRMY,3,44.3,Month-to-month,0.9972368114911168,99.72,High Risk,Urgent - Retention Campaign,7.0,2.57,41.5,531.5999999999999
5261-QSHQM,4,24.45,Month-to-month,0.9972342652350692,99.72,High Risk,Urgent - Retention Campaign,6.0,2.67,52.6,293.4
1597-FZREH,2,76.4,Month-to-month,0.9972330961171998,99.72,High Risk,Urgent - Retention Campaign,6.0,2.5,36.6,916.8000000000001
5498-TXHLF,34,87.45,Month-to-month,0.9972323179671297,99.72,High Risk,Urgent - Retention Campaign,7.0,3.57,75.9,1049.4
3178-FESZO,1,100.25,Month-to-month,0.9972302340944172,99.72,High Risk,Urgent - Retention Campaign,4.0,3.25,48.5,1203.0
2718-GAXQD,4,46.0,Month-to-month,0.9972277638188585,99.72,High Risk,Urgent - Retention Campaign,8.0,2.75,51.7,552.0
4550-EVXNY,1,69.65,Month-to-month,0.9972240732258242,99.72,High Risk,Urgent - Retention Campaign,5.0,2.8,41.9,835.8000000000001
8627-EHGIP,44,53.95,One year,0.9972198217286465,99.72,High Risk,Urgent - Retention Campaign,5.0,3.6,72.8,647.4000000000001
0578-SKVMF,22,83.3,Month-to-month,0.9972175395472445,99.72,High Risk,Urgent - Retention Campaign,5.0,3.6,79.3,999.5999999999999
5649-TJHOV,27,36.5,Month-to-month,0.9972170612996581,99.72,High Risk,Urgent - Retention Campaign,4.0,3.0,59.1,438.0
4102-OQUPX,1,74.4,Month-to-month,0.9972081121416001,99.72,High Risk,Urgent - Retention Campaign,7.0,3.71,34.3,892.8000000000001
2722-JMONI,1,49.55,Month-to-month,0.9972077279456172,99.72,High Risk,Urgent - Retention Campaign,4.0,2.0,49.1,594.5999999999999
3192-NQECA,68,110.0,Two year,0.9972063008574213,99.72,High Risk,Urgent - Retention Campaign,6.0,2.67,87.2,1320.0
7845-URHJN,8,20.15,Month-to-month,0.9972047546567911,99.72,High Risk,Urgent - Retention Campaign,6.0,3.0,50.2,241.79999999999998
6432-TWQLB,5,85.4,Month-to-month,0.9972012190471051,99.72,High Risk,Urgent - Retention Campaign,6.0,2.83,49.3,1024.8000000000002
5482-PLVPE,2,24.35,Month-to-month,0.9972007814291284,99.72,High Risk,Urgent - Retention Campaign,4.0,3.0,36.8,292.20000000000005
4547-KQRTM,10,80.05,Month-to-month,0.997199029207083,99.72,High Risk,Urgent - Retention Campaign,6.0,4.33,45.5,960.5999999999999
6240-EURKS,18,35.0,Month-to-month,0.9971978262464792,99.72,High Risk,Urgent - Retention Campaign,7.0,3.71,48.8,420.0
5980-NOPLP,44,96.1,Month-to-month,0.9971963160165309,99.72,High Risk,Urgent - Retention Campaign,4.0,3.25,78.0,1153.1999999999998
9565-DJPIB,4,89.6,Month-to-month,0.9971954188694637,99.72,High Risk,Urgent - Retention Campaign,5.0,3.0,54.5,1075.1999999999998
1625-JAIIY,68,83.0,One year,0.9971953606103797,99.72,High Risk,Urgent - Retention Campaign,5.0,3.0,81.9,996.0
1029-QFBEN,1,19.55,Month-to-month,0.9971941258534576,99.72,High Risk,Urgent - Retention Campaign,6.0,3.17,47.0,234.60000000000002
8327-LZKAS,43,107.55,One year,0.9971918269032116,99.72,High Risk,Urgent - Retention Campaign,4.0,3.5,71.5,1290.6
0616-ATFGB,1,25.05,Month-to-month,0.9971878549414512,99.72,High Risk,Urgent - Retention Campaign,8.0,1.75,30.9,300.6
1213-NGCUN,6,49.65,Month-to-month,0.9971838631020248,99.72,High Risk,Urgent - Retention Campaign,8.0,3.12,48.1,595.8
9940-RHLFB,1,75.3,Month-to-month,0.9971835125669736,99.72,High Risk,Urgent - Retention Campaign,5.0,2.8,50.5,903.5999999999999
7526-BEZQB,12,96.05,Month-to-month,0.997180385773261,99.72,High Risk,Urgent - Retention Campaign,5.0,2.4,48.3,1152.6
9102-IAYHT,17,85.45,Month-to-month,0.9971798298028203,99.72,High Risk,Urgent - Retention Campaign,8.0,3.88,73.0,1025.4
4187-CINZD,46,95.25,One year,0.9971767182093765,99.72,High Risk,Urgent - Retention Campaign,8.0,3.25,67.6,1143.0
5519-YLDGW,21,103.9,Month-to-month,0.9971753013184216,99.72,High Risk,Urgent - Retention Campaign,7.0,3.43,62.2,1246.8000000000002
0325-XBFAC,8,94.7,Month-to-month,0.9971739842107892,99.72,High Risk,Urgent - Retention Campaign,4.0,3.75,37.6,1136.4
3669-OYSJI,1,46.2,Month-to-month,0.9971710223011302,99.72,High Risk,Urgent - Retention Campaign,8.0,3.12,47.6,554.4000000000001
