customerID,tenure,MonthlyCharges,Contract,total_services,churn_risk_score,health_score,upsell_opportunity
4450-YOOHP,39,50.65,Month-to-month,3,7.39,83.6,Upgrade to Annual Contract
6933-FHBZC,26,56.05,One year,2,0.3,83.6,Add Protection Bundle; Add Streaming Services
9290-SHCMB,13,96.85,Month-to-month,3,21.21,83.6,Upgrade to Annual Contract
0459-SPZHJ,63,83.5,Two year,5,3.9,83.5,Add Tech Support
5214-NLTIT,72,90.8,Two year,2,6.22,83.5,Add Protection Bundle; Add Tech Support
1028-FFNJK,30,101.5,Month-to-month,3,0.53,83.5,Upgrade to Annual Contract
9720-JJJOR,41,60.3,One year,3,1.05,83.4,Add Streaming Services
5327-CNLUQ,48,96.9,Two year,4,14.68,83.4,Add Tech Support
5846-QFDFI,33,88.6,Month-to-month,3,3.61,83.4,Add Streaming Services; Upgrade to Annual Contract
5566-SOEZD,27,80.65,One year,2,0.29,83.3,Add Protection Bundle; Add Streaming Services
8552-OBVRU,48,104.5,Month-to-month,5,19.78,83.3,Upgrade to Annual Contract
4547-FZJWE,55,59.45,One year,2,0.25,83.3,Add Protection Bundle
0365-TRTPY,37,91.2,Month-to-month,3,0.44,83.3,Add Streaming Services; Upgrade to Annual Contract
4450-MDZFX,60,74.35,Month-to-month,0,7.73,83.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
7576-JMYWV,46,110.2,Month-to-month,5,11.46,83.2,Upgrade to Annual Contract
2959-EEXWB,45,50.9,Month-to-month,3,11.59,83.2,Upgrade to Annual Contract; Add Tech Support
4981-FLTMF,57,65.2,Month-to-month,3,0.2,83.2,Add Streaming Services; Upgrade to Annual Contract
4832-VRBMR,65,103.15,One year,4,11.95,83.2,Add Tech Support
2675-OTVVJ,31,89.45,Month-to-month,2,0.53,83.2,Add Protection Bundle; Upgrade to Annual Contract
4024-CSNBY,72,94.25,Two year,4,0.17,83.2,Add Streaming Services
1699-UOTXU,60,61.4,Two year,3,4.61,83.1,Add Streaming Services; Add Tech Support
7032-LMBHI,37,64.65,One year,2,0.31,83.1,Add Protection Bundle
3067-SVMTC,68,55.9,One year,2,1.8,83.1,Add Protection Bundle; Add Streaming Services
5061-PBXFW,32,61.4,Month-to-month,3,0.2,83.1,Add Streaming Services; Upgrade to Annual Contract
6695-FRVEC,67,60.4,Two year,3,3.55,83.1,Add Streaming Services
8166-ZZTFS,66,80.55,Two year,4,10.37,83.1,Add Tech Support
2338-BQEZT,55,50.55,Month-to-month,1,13.81,83.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0191-ZHSKZ,30,74.75,Month-to-month,4,0.33,83.1,Upgrade to Annual Contract
3349-ANQNH,59,99.5,One year,3,27.8,83.0,Add Tech Support
4062-HBMOS,52,103.05,Month-to-month,4,0.76,83.0,Upgrade to Annual Contract
5504-WSIUR,70,90.25,One year,3,3.88,83.0,Add Streaming Services
5297-MDOIR,63,81.15,One year,2,8.33,83.0,Add Protection Bundle; Add Streaming Services; Add Tech Support
7018-WBJNK,13,78.3,Month-to-month,1,0.47,83.0,Add Protection Bundle; Upgrade to Annual Contract
2826-UWHIS,45,81.4,Month-to-month,1,6.3,82.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1482-OXZSY,30,100.4,Month-to-month,3,0.47,82.9,Upgrade to Annual Contract
9906-NHHVC,65,53.5,Two year,4,14.53,82.9,Add Tech Support
5553-AOINX,66,104.9,One year,4,12.52,82.9,Add Tech Support
6259-WJQLC,32,81.1,Month-to-month,1,0.5,82.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3915-ODIYG,60,71.75,One year,3,16.22,82.9,Add Tech Support
3301-VKTGC,68,85.5,One year,2,0.4,82.9,Add Protection Bundle; Add Streaming Services
7233-DRTRF,63,102.4,Month-to-month,4,0.48,82.9,Upgrade to Annual Contract
0580-PIQHM,41,101.6,One year,4,15.49,82.8,Add Tech Support
0396-YCHWO,36,95.4,Month-to-month,2,0.79,82.8,Add Protection Bundle; Upgrade to Annual Contract
4402-FTBXC,54,89.8,Month-to-month,3,7.07,82.8,Upgrade to Annual Contract
1228-ZLNBX,21,75.3,Month-to-month,0,0.69,82.8,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0869-PAPRP,26,85.7,Month-to-month,2,20.73,82.8,Add Protection Bundle; Upgrade to Annual Contract
1414-YADCW,70,84.6,Two year,3,0.45,82.8,Add Streaming Services
5899-OUVKV,31,94.5,Month-to-month,3,26.74,82.8,Upgrade to Annual Contract
1346-PJWTK,61,94.15,Month-to-month,4,4.36,82.7,Upgrade to Annual Contract
8034-RYTVV,55,84.25,One year,2,0.51,82.7,Add Protection Bundle; Add Streaming Services
1303-SRDOK,55,69.05,Two year,0,0.54,82.7,Add Protection Bundle; Add Streaming Services
6551-GNYDG,14,80.9,Month-to-month,1,0.55,82.7,Add Protection Bundle; Upgrade to Annual Contract
8016-NCFVO,55,116.5,Month-to-month,6,0.3,82.7,Upgrade to Annual Contract
7449-HVPIV,55,90.4,Month-to-month,2,11.91,82.7,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
4274-DRSQT,66,88.9,One year,2,0.59,82.7,Add Protection Bundle
5921-NGYRH,64,73.55,Month-to-month,1,15.75,82.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5989-PGKJB,16,86.25,Month-to-month,2,0.42,82.6,Add Protection Bundle; Upgrade to Annual Contract
4178-EGMON,70,88.0,Two year,3,0.43,82.6,Add Streaming Services
7733-UDMTP,57,55.0,Month-to-month,4,15.65,82.6,Upgrade to Annual Contract; Add Tech Support
9350-VLHMB,67,89.55,Month-to-month,2,8.71,82.6,Add Protection Bundle; Upgrade to Annual Contract
5804-HYIEZ,70,106.05,Month-to-month,4,0.3,82.6,Upgrade to Annual Contract
2205-LPVGL,58,89.85,One year,3,0.39,82.5,Add Streaming Services
2475-MROZF,30,95.0,Month-to-month,4,0.52,82.5,Add Streaming Services; Upgrade to Annual Contract
1545-ACTAS,48,99.7,One year,4,18.25,82.5,Add Tech Support
8221-HVAYI,35,69.15,Two year,4,0.33,82.5,Add Streaming Services
6366-XIVKZ,13,63.15,Month-to-month,3,0.3,82.4,Upgrade to Annual Contract
1020-JPQOW,56,90.55,Month-to-month,3,9.99,82.4,Add Streaming Services; Upgrade to Annual Contract
3442-ZHHCC,68,76.9,One year,4,14.4,82.3,Add Tech Support
7284-ZZLOH,45,53.3,Two year,2,0.23,82.3,Add Protection Bundle; Add Streaming Services
7129-CAKJW,17,80.05,Month-to-month,1,0.33,82.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5018-LXQQG,30,66.3,Month-to-month,3,0.22,82.3,Upgrade to Annual Contract
0420-TXVSG,66,66.1,Two year,3,0.26,82.3,Add Streaming Services
7672-VFMXZ,57,55.7,Month-to-month,2,3.38,82.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9508-ILZDG,34,96.35,Month-to-month,3,0.42,82.2,Upgrade to Annual Contract
4445-KWOKW,42,60.15,One year,2,0.37,82.1,Add Protection Bundle; Add Streaming Services
5135-RDDQL,63,50.65,Two year,1,3.28,82.1,Add Protection Bundle; Add Streaming Services
5223-UZAVK,64,100.3,One year,4,15.32,82.1,Add Tech Support
1525-LNLOJ,66,63.3,Two year,2,0.43,82.1,Add Protection Bundle
0402-OAMEN,72,24.45,Two year,0,0.16,82.0,Add Protection Bundle
7684-XSZIY,72,24.3,Two year,0,0.16,82.0,Add Protection Bundle
9504-DSHWM,20,59.2,Month-to-month,2,0.23,82.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4138-NAXED,51,81.0,Month-to-month,1,11.57,82.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1302-UHBDD,20,89.95,Month-to-month,2,0.9,82.0,Add Protection Bundle; Upgrade to Annual Contract
7529-ZDFXI,57,89.85,Month-to-month,2,0.31,82.0,Add Protection Bundle; Upgrade to Annual Contract
2378-HTWFW,35,91.0,Month-to-month,2,0.72,81.9,Add Protection Bundle; Upgrade to Annual Contract
9450-TRJUU,35,83.15,Month-to-month,1,0.66,81.9,Add Protection Bundle; Upgrade to Annual Contract
3055-VTCGS,63,58.55,One year,2,0.25,81.9,Add Protection Bundle
7971-HLVXI,72,84.5,Two year,1,13.74,81.9,Add Protection Bundle; Add Tech Support
2386-OWURY,58,95.3,Month-to-month,3,0.46,81.9,Upgrade to Annual Contract
0212-ISBBF,22,50.35,Month-to-month,3,0.6,81.9,Upgrade to Annual Contract
5977-CKHON,43,92.55,Month-to-month,2,21.63,81.9,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
1206-EHBDD,56,80.3,Two year,2,0.37,81.8,Add Protection Bundle; Add Streaming Services
8731-WBBMB,26,81.9,Month-to-month,5,0.17,81.8,Upgrade to Annual Contract
0369-ZGOVK,28,70.4,One year,0,0.42,81.8,Add Protection Bundle; Add Streaming Services
9127-QRZMH,44,59.85,One year,3,3.48,81.8,Add Streaming Services
3644-QXEHN,13,97.0,Month-to-month,3,0.63,81.8,Upgrade to Annual Contract
4328-VUFWD,39,59.3,One year,2,0.35,81.8,Add Protection Bundle
4565-NLZBV,71,24.65,Two year,0,0.22,81.7,Add Protection Bundle
9372-TXXPS,60,59.85,Two year,3,0.26,81.7,Add Streaming Services
4686-UXDML,21,99.85,Month-to-month,3,0.69,81.6,Upgrade to Annual Contract
0100-DUVFC,70,104.8,One year,4,6.08,81.6,Add Tech Support
6988-CJEYV,49,98.7,Month-to-month,3,0.52,81.6,Upgrade to Annual Contract
1455-HFBXA,52,91.6,Two year,3,7.38,81.6,Add Streaming Services
4549-ZDQYY,52,57.95,One year,3,1.29,81.6,Add Streaming Services
3320-VEOYC,14,95.6,Month-to-month,2,0.8,81.5,Add Protection Bundle; Upgrade to Annual Contract
0701-RFGFI,49,95.4,Month-to-month,2,22.52,81.5,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
1096-ADRUX,66,74.25,One year,0,0.51,81.5,Add Protection Bundle; Add Streaming Services
9688-YGXVR,44,88.15,Month-to-month,3,0.43,81.4,Upgrade to Annual Contract
6734-PSBAW,72,23.55,Two year,0,0.2,81.4,Add Protection Bundle
8668-KNZTI,52,53.75,One year,2,1.87,81.4,Add Protection Bundle; Add Streaming Services
6670-MFRPK,69,79.2,Two year,1,0.44,81.4,Add Protection Bundle; Add Streaming Services
0650-BWOZN,18,73.55,Month-to-month,1,0.52,81.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6896-SRVYQ,44,73.85,Month-to-month,1,0.68,81.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1927-QEWMY,72,20.5,Two year,0,0.16,81.4,Add Protection Bundle
9233-PSYHO,45,100.15,One year,3,27.96,81.4,Add Tech Support
0784-ZQJZX,72,19.9,Two year,0,0.19,81.4,Add Protection Bundle
2546-KZAAT,52,75.4,One year,4,7.2,81.4,Add Tech Support
8646-JCOMS,66,90.55,One year,3,5.37,81.3,Add Streaming Services
6625-IUTTT,67,65.55,Two year,3,2.83,81.3,Add Tech Support
5371-VYLSX,50,83.4,Month-to-month,2,27.98,81.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0531-XBKMM,66,65.7,Two year,3,1.62,81.3,Add Streaming Services
6242-FEGFD,66,96.6,Two year,4,2.62,81.3,Add Streaming Services
7838-LAZFO,45,78.8,One year,5,5.4,81.3,Add Tech Support
2176-OSJUV,71,65.15,Two year,3,0.34,81.3,Add Streaming Services
9544-PYPSJ,62,96.1,Month-to-month,3,29.65,81.2,Upgrade to Annual Contract
9848-JQJTX,72,100.9,Two year,4,9.86,81.2,Add Tech Support
6504-VBLFL,55,58.6,Two year,3,3.01,81.2,Add Streaming Services; Add Tech Support
0487-RPVUM,61,99.4,Month-to-month,4,0.35,81.1,Upgrade to Annual Contract
0048-LUMLS,37,91.2,One year,2,11.14,81.1,Add Protection Bundle; Add Tech Support
9115-YQHGA,40,51.1,Month-to-month,1,13.37,81.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0096-FCPUF,30,64.5,Month-to-month,2,0.28,81.1,Add Protection Bundle; Upgrade to Annual Contract
0111-KLBQG,32,93.95,Month-to-month,3,0.55,81.1,Upgrade to Annual Contract
1552-AAGRX,30,106.4,Month-to-month,4,0.38,81.1,Upgrade to Annual Contract
8097-VBQTZ,54,69.9,Month-to-month,4,6.92,81.1,Upgrade to Annual Contract
7602-DBTOU,71,19.6,Two year,0,0.19,81.1,Add Protection Bundle
1334-PDUKM,68,86.45,One year,2,6.97,81.0,Add Protection Bundle; Add Streaming Services; Add Tech Support
6075-SLNIL,38,95.1,Month-to-month,3,0.61,81.0,Upgrade to Annual Contract
5423-BHIXO,32,54.2,Month-to-month,1,15.66,81.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
5002-GCQFH,49,93.85,Month-to-month,3,0.43,81.0,Upgrade to Annual Contract
2270-CHBFN,44,95.1,Month-to-month,4,0.31,81.0,Add Streaming Services; Upgrade to Annual Contract
1935-IMVBB,56,89.7,Month-to-month,2,13.44,81.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
7693-QPEFS,52,72.95,Month-to-month,0,1.44,81.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9351-LZYGF,42,66.4,Month-to-month,3,0.26,80.9,Add Streaming Services; Upgrade to Annual Contract
3678-MNGZX,68,19.95,Two year,0,0.19,80.9,Add Protection Bundle
5118-MUEYH,48,105.1,Month-to-month,4,11.1,80.9,Upgrade to Annual Contract
7839-NUIAA,61,59.8,Month-to-month,2,0.23,80.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7271-AJDTL,55,94.45,Month-to-month,3,0.6,80.9,Upgrade to Annual Contract
4826-TZEVA,40,74.8,Month-to-month,1,0.37,80.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6646-JPPHA,14,78.85,Month-to-month,2,0.48,80.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8591-NXRCV,41,74.65,Month-to-month,4,0.42,80.8,Upgrade to Annual Contract
4625-XMOYM,72,26.25,Two year,0,0.19,80.8,Add Protection Bundle
4188-FRABG,57,103.05,Month-to-month,5,24.34,80.8,Upgrade to Annual Contract
5792-JALQC,52,59.85,Two year,2,4.3,80.8,Add Protection Bundle; Add Streaming Services
8966-SNIZF,70,19.45,Two year,0,0.17,80.8,Add Protection Bundle
9102-OXKFY,59,54.15,Two year,1,0.29,80.8,Add Protection Bundle; Add Streaming Services
7691-XVTZH,68,89.95,Two year,2,6.74,80.7,Add Protection Bundle
6131-FOYAS,35,59.6,Month-to-month,2,0.37,80.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6869-FGJJC,68,79.6,One year,2,2.17,80.7,Add Protection Bundle; Add Streaming Services
2371-JQHZZ,24,93.0,Month-to-month,2,0.62,80.7,Add Protection Bundle; Upgrade to Annual Contract
3896-RCYYE,67,53.4,Month-to-month,4,7.34,80.7,Upgrade to Annual Contract
4238-JSSWH,35,102.05,Month-to-month,3,0.48,80.7,Upgrade to Annual Contract
2858-EIMXH,53,95.85,One year,2,12.37,80.7,Add Protection Bundle
7611-YKYTC,22,75.0,Month-to-month,1,4.18,80.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9174-IHETN,50,70.35,Two year,0,7.05,80.6,Add Protection Bundle; Add Streaming Services; Add Tech Support
7901-TBKJX,56,101.05,Month-to-month,3,0.8,80.6,Upgrade to Annual Contract
1240-HCBOH,67,26.1,Two year,0,0.26,80.6,Add Protection Bundle
1485-YDHMM,52,93.25,Month-to-month,3,0.39,80.6,Upgrade to Annual Contract
6950-TWMYB,54,79.95,Two year,2,0.27,80.6,Add Protection Bundle; Add Streaming Services
7147-AYBAA,37,70.35,Month-to-month,0,0.74,80.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8329-GWVPJ,50,69.75,Month-to-month,0,15.82,80.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3932-IJWDZ,45,103.65,Month-to-month,4,0.33,80.5,Upgrade to Annual Contract
1768-HNVGJ,45,70.05,Month-to-month,3,0.35,80.5,Upgrade to Annual Contract
6736-DHUQI,67,84.8,One year,3,2.5,80.5,Add Streaming Services; Add Tech Support
5756-OZRIO,61,64.05,One year,2,3.42,80.5,Add Protection Bundle
3638-WEABW,58,59.9,Two year,2,2.08,80.5,Add Protection Bundle; Add Streaming Services
6171-ZTVYB,43,66.25,Month-to-month,3,0.24,80.5,Add Streaming Services; Upgrade to Annual Contract
0168-XZKBB,19,86.85,Month-to-month,1,0.62,80.5,Add Protection Bundle; Upgrade to Annual Contract
7129-AZJDE,34,78.95,One year,1,0.61,80.4,Add Protection Bundle
7025-WCBNE,47,59.6,Two year,2,1.88,80.4,Add Protection Bundle; Add Streaming Services
7356-IWLFW,46,80.0,Month-to-month,1,15.14,80.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6728-DKUCO,72,104.15,One year,4,4.67,80.4,Add Tech Support
2188-SXWVT,34,55.0,One year,2,0.3,80.4,Add Protection Bundle; Add Streaming Services
6177-PEVRA,48,55.5,Two year,2,2.36,80.3,Add Protection Bundle; Add Streaming Services
0064-YIJGF,27,75.75,Month-to-month,0,0.45,80.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7113-HIPFI,66,65.85,Two year,4,1.21,80.3,Add Streaming Services
0233-FTHAV,60,79.2,One year,1,4.89,80.3,Add Protection Bundle; Add Streaming Services
0434-CSFON,47,100.5,Month-to-month,3,11.51,80.3,Upgrade to Annual Contract
3957-HHLMR,70,65.2,One year,2,1.25,80.2,Add Protection Bundle
3466-WAESX,16,69.1,Month-to-month,3,0.31,80.2,Upgrade to Annual Contract
3913-FCUUW,72,70.45,Two year,4,1.42,80.2,Add Streaming Services
8782-LKFPK,44,90.4,Month-to-month,2,23.82,80.2,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
7789-CRUVC,61,94.2,Month-to-month,4,0.4,80.1,Add Streaming Services; Upgrade to Annual Contract
4176-FXYBO,54,109.55,Month-to-month,5,20.31,80.1,Upgrade to Annual Contract; Add Tech Support
8548-AWOFC,66,63.85,Month-to-month,2,4.75,80.1,Add Protection Bundle; Upgrade to Annual Contract
3397-AVTKU,43,60.0,Two year,2,7.78,80.1,Add Protection Bundle; Add Tech Support
9541-ZPSEA,68,80.35,Two year,2,3.98,80.1,Add Protection Bundle; Add Streaming Services; Add Tech Support
1754-GKYPY,22,89.75,Month-to-month,2,0.87,80.1,Add Protection Bundle; Upgrade to Annual Contract
5724-BIDBU,49,55.35,One year,1,4.48,80.0,Add Protection Bundle; Add Streaming Services
0689-DSXGL,52,85.8,Month-to-month,3,0.47,80.0,Add Streaming Services; Upgrade to Annual Contract
4860-IJUDE,13,73.75,Month-to-month,1,0.5,80.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3884-UEBXB,67,36.15,Two year,2,0.21,80.0,Add Protection Bundle; Add Streaming Services
8331-ZXFOE,58,71.1,One year,4,0.3,79.9,Add Streaming Services
5686-CMAWK,17,86.75,One year,2,0.3,79.9,Add Protection Bundle; Add Streaming Services
0657-DOGUM,48,60.6,One year,2,3.78,79.9,Add Protection Bundle; Add Streaming Services
8456-QDAVC,19,78.7,Month-to-month,1,0.78,79.9,Add Protection Bundle; Upgrade to Annual Contract
7139-JZFVG,60,60.5,Two year,3,2.5,79.9,Add Streaming Services
1080-BWSYE,64,25.65,Two year,0,0.23,79.8,Add Protection Bundle
9777-WJJPR,31,88.65,Month-to-month,2,0.52,79.8,Add Protection Bundle; Upgrade to Annual Contract
1061-PNTHC,56,109.6,Month-to-month,5,6.48,79.8,Upgrade to Annual Contract
0237-YFUTL,50,109.65,Month-to-month,5,21.79,79.8,Upgrade to Annual Contract
7855-DIWPO,21,68.65,Month-to-month,0,0.4,79.8,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5791-KAJFD,56,68.75,One year,3,6.89,79.8,Add Tech Support
2790-XUYMV,71,85.45,One year,2,4.99,79.8,Add Protection Bundle; Add Streaming Services; Add Tech Support
1752-OZXFY,60,59.8,One year,2,0.34,79.7,Add Protection Bundle
2674-MLXMN,71,99.65,Month-to-month,3,21.04,79.7,Upgrade to Annual Contract
6284-KMNUF,56,98.0,One year,3,8.14,79.7,Add Tech Support
2474-LCNUE,23,73.65,Month-to-month,3,13.39,79.7,Upgrade to Annual Contract
7964-ZRKKG,67,88.4,One year,2,0.4,79.6,Add Protection Bundle
2931-FSOHN,13,59.9,Month-to-month,2,0.27,79.6,Add Protection Bundle; Upgrade to Annual Contract
7813-ZGGAW,31,96.6,Month-to-month,3,0.52,79.6,Upgrade to Annual Contract
6116-RFVHN,34,100.45,Month-to-month,3,0.49,79.6,Upgrade to Annual Contract
8597-CTXVJ,70,64.95,One year,3,1.5,79.6,Add Streaming Services
2832-KJCRD,38,103.65,Month-to-month,4,26.3,79.6,Upgrade to Annual Contract
0454-OKRCT,33,80.6,Two year,2,0.29,79.6,Add Protection Bundle; Add Streaming Services
6168-YBYNP,59,111.35,Month-to-month,5,18.12,79.6,Upgrade to Annual Contract
0365-GXEZS,18,78.2,Month-to-month,2,0.21,79.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8930-XOTDP,18,55.95,Month-to-month,1,0.32,79.6,Add Protection Bundle; Upgrade to Annual Contract
5176-LDKUH,48,75.15,One year,1,0.44,79.5,Add Protection Bundle; Add Streaming Services
0104-PPXDV,58,50.3,One year,1,2.38,79.5,Add Protection Bundle; Add Streaming Services
7879-CGSFV,55,100.9,One year,4,26.73,79.5,Add Tech Support
6368-NWMCE,38,68.15,Month-to-month,3,0.28,79.4,Upgrade to Annual Contract
4472-VESGY,52,98.15,Month-to-month,4,0.39,79.4,Upgrade to Annual Contract
4851-BQDNX,40,85.05,One year,2,10.52,79.4,Add Protection Bundle; Add Tech Support
7594-LZNWR,34,69.15,Month-to-month,0,0.45,79.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6857-TKDJV,67,24.65,Two year,0,0.16,79.4,Add Protection Bundle
1104-FEJAM,28,64.4,Month-to-month,2,0.26,79.4,Add Protection Bundle; Upgrade to Annual Contract
4737-AQCPU,72,72.1,Two year,4,1.46,79.3,Add Streaming Services
9659-QEQSY,45,115.65,Month-to-month,6,0.46,79.3,Upgrade to Annual Contract
2294-SALNE,23,86.8,One year,3,3.42,79.3,Add Streaming Services
3969-JQABI,58,65.25,Month-to-month,3,8.07,79.3,Upgrade to Annual Contract
9003-CPATH,42,79.9,Month-to-month,1,0.58,79.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5353-WILCI,28,56.05,Month-to-month,2,0.29,79.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1452-XRSJV,39,51.05,Month-to-month,1,3.85,79.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
7159-NOKYQ,67,93.15,Two year,3,6.14,79.2,Add Tech Support
9391-YZEJW,62,94.0,One year,2,0.6,79.2,Add Protection Bundle
